"ID";"RegioS";"Perioden";"AfstandTotHuisartsenpraktijk_1";"Binnen5Km_4";"AfstandTotGroteSupermarkt_20";"Binnen5Km_23";"AfstandTotWarenhuis_28";"Binnen20Km_31";"AfstandTotCafeED_32";"Binnen5Km_35";"AfstandTotCafetariaED_36";"Binnen5Km_39";"AfstandTotRestaurant_40";"Binnen5Km_43";"AfstandTotOpenbaarGroenTotaal_87";"AfstandTotBos_90";"AfstandTotSemiOpenbaarGroenTotaal_94";"AfstandTotSportterrein_95";"AfstandTotOpritHoofdverkeersweg_100";"AfstandTotTreinstationsTotaal_101";"AfstandTotBelangrijkOverstapstation_102"
"2846";"GM0230";"2020JJ00";"     1.1";"     3.7";"     0.9";"     6.2";"     3.3";"     9.7";"     1.1";"     5.6";"     0.8";"    10.0";"     1.1";"    16.9";"       .";"       .";"       .";"       .";"     0.8";"     4.6";"    20.6"
"2862";"GM0114";"2020JJ00";"     1.3";"     4.5";"     1.1";"     9.0";"     3.6";"     6.8";"     1.9";"     9.6";"     0.9";"    23.3";"     1.1";"    26.5";"       .";"       .";"       .";"       .";"     2.1";"     5.6";"    58.3"
"2878";"GM0388";"2020JJ00";"     0.8";"     5.7";"     0.7";"     8.5";"     1.7";"     5.9";"     1.4";"    16.5";"     0.6";"    23.4";"     0.8";"    31.7";"       .";"       .";"       .";"       .";"     1.2";"     2.0";"    19.5"
"2894";"GM0153";"2020JJ00";"     0.8";"    22.7";"     0.7";"    31.3";"     1.9";"    12.8";"     1.1";"    48.9";"     0.7";"    98.2";"     0.6";"   111.3";"       .";"       .";"       .";"       .";"     2.0";"     2.7";"     3.3"
"2910";"GM0232";"2020JJ00";"     1.2";"     5.0";"     1.2";"     6.1";"     1.8";"    12.5";"     1.7";"     2.8";"     1.1";"    10.2";"     0.9";"    20.4";"       .";"       .";"       .";"       .";"     2.3";"    10.2";"    14.1"
"2926";"GM0233";"2020JJ00";"     1.6";"     9.0";"     1.0";"    12.8";"     1.8";"    10.3";"     1.7";"     9.9";"     1.0";"    21.4";"     0.9";"    30.3";"       .";"       .";"       .";"       .";"     1.5";"     1.9";"    26.6"
"2942";"GM0777";"2020JJ00";"     1.0";"     5.8";"     0.8";"     9.0";"     2.2";"    13.3";"     1.1";"     9.5";"     0.7";"    34.8";"     0.8";"    33.5";"       .";"       .";"       .";"       .";"     1.7";"     2.0";"    10.8"
"2958";"GM1722";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2974";"GM0070";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2990";"GM1921";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3006";"GM1940";"2020JJ00";"     1.9";"     1.8";"     1.4";"     4.4";"     3.7";"     4.3";"     2.1";"     4.4";"     1.4";"     7.2";"     1.1";"    12.0";"       .";"       .";"       .";"       .";"     1.8";"    13.9";"    39.4"
"3022";"GM0653";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3038";"GM0779";"2020JJ00";"     1.5";"     2.2";"     0.9";"     5.5";"     1.6";"    14.9";"     0.7";"    14.4";"     0.5";"    15.7";"     0.8";"    12.4";"       .";"       .";"       .";"       .";"     2.0";"    16.0";"    16.8"
"3054";"GM0236";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3070";"GM1771";"2020JJ00";"     1.0";"     6.6";"     0.8";"    13.3";"     1.4";"    23.3";"     0.7";"    21.7";"     0.6";"    37.3";"     0.8";"    32.4";"       .";"       .";"       .";"       .";"     3.1";"     2.2";"     8.7"
"3086";"GM1652";"2020JJ00";"     1.5";"     2.7";"     1.1";"     5.2";"     3.6";"    13.4";"     0.9";"     8.0";"     0.9";"    14.6";"     0.9";"    13.2";"       .";"       .";"       .";"       .";"     1.4";"    10.7";"    22.5"
"3102";"GM0907";"2020JJ00";"     1.3";"     3.4";"     1.2";"     8.0";"     2.2";"     8.1";"     0.7";"    10.7";"     0.8";"    14.5";"     1.1";"    13.4";"       .";"       .";"       .";"       .";"     0.9";"     8.7";"    20.4"
"3118";"GM0689";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3134";"GM0784";"2020JJ00";"     0.8";"     4.0";"     0.9";"     4.6";"     3.0";"    21.2";"     1.0";"     6.0";"     0.8";"     9.2";"     0.6";"    12.2";"       .";"       .";"       .";"       .";"     1.3";"     3.1";"    10.9"
"3150";"GM0511";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3166";"GM1924";"2020JJ00";"     1.3";"     2.3";"     1.1";"     3.6";"     5.3";"     2.4";"     1.7";"     3.3";"     1.1";"     7.2";"     1.6";"     8.9";"       .";"       .";"       .";"       .";"     1.6";"    37.4";"    41.3"
"3182";"GM0664";"2020JJ00";"     1.2";"     6.3";"     1.2";"     8.5";"     2.5";"     1.1";"     1.5";"    20.9";"     1.2";"    33.6";"     1.1";"    37.3";"       .";"       .";"       .";"       .";"     1.6";"     2.6";"    52.6"
"3198";"GM0785";"2020JJ00";"     0.9";"    15.0";"     1.0";"    19.2";"     1.8";"    14.0";"     1.0";"    49.6";"     0.7";"    83.6";"     1.1";"    65.1";"       .";"       .";"       .";"       .";"     2.8";"     5.3";"     5.4"
"3214";"GM1942";"2020JJ00";"     0.7";"    14.7";"     0.8";"    14.8";"     2.3";"    23.1";"     1.1";"    16.3";"     0.6";"    50.4";"     0.7";"    79.4";"       .";"       .";"       .";"       .";"     1.4";"     2.1";"     7.8"
"3230";"GM0512";"2020JJ00";"     0.8";"    10.9";"     0.6";"    12.6";"     1.9";"     6.1";"     1.1";"    18.9";"     0.5";"    44.8";"     0.7";"    37.5";"       .";"       .";"       .";"       .";"     1.5";"     2.0";"    25.9"
"3246";"GM0513";"2020JJ00";"     0.7";"    16.9";"     0.6";"    19.9";"     1.7";"    21.8";"     1.3";"    26.9";"     0.6";"    73.6";"     0.9";"    75.1";"       .";"       .";"       .";"       .";"     1.7";"     1.6";"     2.0"
"3262";"GM0693";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3278";"GM0365";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3294";"GM0786";"2020JJ00";"     1.6";"     2.1";"     1.1";"     4.0";"     1.7";"    14.7";"     1.3";"     6.2";"     0.9";"    10.2";"     1.2";"    18.7";"       .";"       .";"       .";"       .";"     0.7";"     8.3";"    16.2"
"3310";"GM0517";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3326";"GM0518";"2020JJ00";"     0.6";"    67.1";"     0.5";"    82.4";"     1.2";"    42.4";"     0.6";"   266.2";"     0.4";"   398.3";"     0.4";"   524.8";"       .";"       .";"       .";"       .";"     3.0";"     3.2";"     4.0"
"3342";"GM0240";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3358";"GM0241";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3374";"GM0014";"2020JJ00";"     0.8";"    27.7";"     0.7";"    34.5";"     1.9";"    13.6";"     0.8";"   100.8";"     0.6";"   128.2";"     0.6";"   216.5";"       .";"       .";"       .";"       .";"     1.1";"     2.5";"     3.8"
"3390";"GM0015";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3406";"GM1729";"2020JJ00";"     1.8";"     4.3";"     1.6";"     3.8";"     3.3";"    15.6";"     0.8";"    16.1";"     0.9";"    13.0";"     0.6";"    33.5";"       .";"       .";"       .";"       .";"     1.3";"     7.1";"    12.6"
"3422";"GM0158";"2020JJ00";"     1.5";"     2.8";"     1.2";"     5.5";"     2.1";"    14.3";"     1.5";"     5.4";"     0.8";"    14.6";"     1.0";"    21.2";"       .";"       .";"       .";"       .";"     1.9";"    12.5";"    13.7"
"3438";"GM0788";"2020JJ00";"     1.6";"     3.8";"     1.1";"     7.1";"     5.0";"    23.9";"     1.0";"     8.9";"     1.0";"    15.3";"     1.1";"    27.8";"       .";"       .";"       .";"       .";"     1.9";"     4.9";"    10.7"
"3454";"GM0392";"2020JJ00";"     0.6";"    33.5";"     0.5";"    41.2";"     1.3";"    35.8";"     0.6";"    93.4";"     0.4";"   164.4";"     0.4";"   245.5";"       .";"       .";"       .";"       .";"     1.2";"     2.3";"     2.7"
"3470";"GM0393";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3486";"GM0394";"2020JJ00";"     1.0";"    14.7";"     1.1";"    14.9";"     2.6";"    34.1";"     1.5";"     8.8";"     1.0";"    31.5";"     0.9";"    47.1";"       .";"       .";"       .";"       .";"     1.5";"     4.1";"     9.5"
"3502";"GM0914";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3518";"GM1655";"2020JJ00";"     1.1";"     3.9";"     1.0";"     7.4";"     3.5";"     9.8";"     0.7";"    12.0";"     0.8";"    18.0";"     0.9";"    17.1";"       .";"       .";"       .";"       .";"     1.2";"     3.4";"     9.5"
"3534";"GM0160";"2020JJ00";"     1.5";"     2.6";"     1.4";"     4.0";"     4.1";"     6.6";"     1.8";"     3.3";"     1.1";"     9.3";"     1.3";"    11.7";"       .";"       .";"       .";"       .";"     1.5";"     6.5";"    29.2"
"3550";"GM0243";"2020JJ00";"     0.9";"    10.7";"     0.8";"    15.3";"     1.9";"     8.7";"     1.5";"    17.5";"     0.7";"    38.6";"     0.9";"    46.6";"       .";"       .";"       .";"       .";"     1.7";"     2.6";"    30.9"
"3566";"GM0523";"2020JJ00";"     1.8";"     5.1";"     0.8";"     6.1";"     1.9";"    12.4";"     0.9";"     6.2";"     0.6";"    13.4";"     1.5";"    11.2";"       .";"       .";"       .";"       .";"     1.7";"     1.1";"    16.0"
"3582";"GM0017";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3598";"GM0395";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3614";"GM0072";"2020JJ00";"     1.2";"     3.9";"     1.1";"     5.9";"     1.8";"     3.0";"     1.5";"    10.8";"     0.8";"    18.5";"     1.6";"    26.2";"       .";"       .";"       .";"       .";"     1.3";"     1.4";"    27.4"
"3630";"GM0244";"2020JJ00";"     1.1";"     3.3";"     0.9";"     4.2";"     1.3";"    15.1";"     0.9";"     4.9";"     0.7";"    16.1";"     1.0";"    17.2";"       .";"       .";"       .";"       .";"     2.5";"     5.6";"     6.4"
"3646";"GM1937";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3662";"GM0396";"2020JJ00";"     0.7";"    18.8";"     0.8";"    22.5";"     1.5";"    22.5";"     0.9";"    34.5";"     0.7";"    57.3";"     0.6";"    64.8";"       .";"       .";"       .";"       .";"     2.0";"     2.4";"    15.3"
"3678";"GM0397";"2020JJ00";"     0.8";"    28.6";"     0.5";"    34.0";"     1.4";"    24.6";"     0.9";"    71.5";"     0.5";"   127.8";"     0.6";"   192.9";"       .";"       .";"       .";"       .";"     1.4";"     2.2";"     5.0"
"3694";"GM0246";"2020JJ00";"     1.3";"     1.5";"     1.2";"     3.9";"     2.6";"    14.7";"     1.3";"     2.8";"     1.1";"     5.8";"     1.0";"    11.1";"       .";"       .";"       .";"       .";"     3.6";"     7.8";"    15.2"
"3710";"GM0074";"2020JJ00";"     1.6";"     3.4";"     1.6";"     5.5";"     3.7";"     4.9";"     2.1";"    15.9";"     1.3";"    18.0";"     1.8";"    23.4";"       .";"       .";"       .";"       .";"     1.4";"     4.3";"    31.0"
"3726";"GM0398";"2020JJ00";"     1.0";"    11.8";"     0.8";"    17.4";"     2.5";"    13.2";"     1.8";"    10.3";"     0.8";"    36.4";"     1.3";"    35.0";"       .";"       .";"       .";"       .";"     1.9";"     2.7";"     8.6"
"3742";"GM0917";"2020JJ00";"     0.8";"    17.6";"     0.7";"    24.7";"     2.0";"    15.0";"     0.5";"    67.6";"     0.4";"   106.1";"     0.7";"    79.9";"       .";"       .";"       .";"       .";"     1.6";"     2.3";"     3.6"
"3758";"GM1658";"2020JJ00";"     1.6";"     3.2";"     0.9";"     4.8";"     2.5";"    22.7";"     0.7";"     8.5";"     0.7";"    15.0";"     0.9";"    18.1";"       .";"       .";"       .";"       .";"     2.8";"     2.9";"    12.8"
"3774";"GM0399";"2020JJ00";"     1.0";"    14.7";"     0.7";"    14.9";"     1.6";"    16.4";"     1.0";"    21.2";"     0.7";"    40.7";"     0.8";"    54.0";"       .";"       .";"       .";"       .";"     3.0";"     1.4";"     5.6"
"3790";"GM0918";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3806";"GM0400";"2020JJ00";"     1.0";"     7.7";"     0.9";"    11.8";"     2.0";"     4.0";"     1.0";"    22.9";"     0.6";"    30.8";"     0.8";"    24.9";"       .";"       .";"       .";"       .";"     1.8";"     2.8";"    37.7"
"3822";"GM0163";"2020JJ00";"     1.3";"     3.4";"     1.0";"     7.9";"     2.7";"    11.9";"     1.6";"     9.7";"     1.1";"    16.0";"     0.8";"    20.8";"       .";"       .";"       .";"       .";"     1.8";"     2.5";"    15.3"
"3838";"GM0530";"2020JJ00";"     1.0";"     6.9";"     0.9";"     8.9";"     2.2";"     8.8";"     1.2";"     9.6";"     0.9";"    22.9";"     1.0";"    24.1";"       .";"       .";"       .";"       .";"     1.9";"    26.8";"    31.0"
"3854";"GM0794";"2020JJ00";"     0.7";"    14.7";"     0.7";"    20.7";"     2.5";"    22.2";"     1.1";"    36.7";"     0.6";"    65.3";"     0.7";"    59.8";"       .";"       .";"       .";"       .";"     2.4";"     1.8";"    14.4"
"3870";"GM0531";"2020JJ00";"     0.7";"    13.6";"     0.7";"    18.1";"     1.5";"    32.3";"     1.5";"     9.6";"     0.7";"    40.0";"     0.7";"    45.6";"       .";"       .";"       .";"       .";"     1.9";"     3.6";"     6.9"
"3886";"GM0164";"2020JJ00";"     0.9";"    16.4";"     0.7";"    21.5";"     1.8";"    17.9";"     1.4";"    38.8";"     0.7";"    57.5";"     0.7";"    63.6";"       .";"       .";"       .";"       .";"     2.0";"     2.0";"     2.8"
"3902";"GM0796";"2020JJ00";"     0.9";"    14.4";"     0.7";"    22.1";"     2.7";"    18.2";"     1.1";"    44.6";"     0.6";"    92.9";"     0.7";"   116.8";"       .";"       .";"       .";"       .";"     2.0";"     2.7";"     4.6"
"3918";"GM0252";"2020JJ00";"     1.3";"     5.4";"     1.2";"     7.8";"     2.1";"    13.6";"     1.1";"     7.7";"     0.8";"    17.2";"     1.2";"    18.9";"       .";"       .";"       .";"       .";"     0.5";"     4.1";"     8.8"
"3934";"GM0797";"2020JJ00";"     1.1";"     5.7";"     1.0";"     7.6";"     1.9";"    18.8";"     1.3";"    12.0";"     0.8";"    21.5";"     0.8";"    20.0";"       .";"       .";"       .";"       .";"     1.5";"    10.8";"    10.8"
"3950";"GM0920";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"3966";"GM0534";"2020JJ00";"     0.9";"    13.2";"     0.9";"    14.7";"     1.3";"    27.8";"     1.2";"    10.3";"     0.8";"    29.6";"     0.8";"    40.5";"       .";"       .";"       .";"       .";"     1.6";"     2.3";"    12.3"
"3982";"GM0798";"2020JJ00";"     1.4";"     2.9";"     1.3";"     4.7";"     2.2";"    13.9";"     0.9";"    11.3";"     1.0";"    11.7";"     1.2";"    14.4";"       .";"       .";"       .";"       .";"     1.3";"    11.0";"    11.2"
"3998";"GM0402";"2020JJ00";"     0.7";"    20.7";"     0.6";"    21.9";"     1.4";"    30.2";"     0.8";"    48.3";"     0.5";"    86.8";"     0.5";"   128.7";"       .";"       .";"       .";"       .";"     1.7";"     1.6";"     2.2"
"4014";"GM1963";"2020JJ00";"     1.0";"     2.6";"     0.9";"     3.9";"     4.2";"    13.1";"     1.3";"     4.3";"     0.9";"     9.8";"     1.4";"    12.2";"       .";"       .";"       .";"       .";"     1.7";"    14.7";"    19.5"
"4030";"GM1735";"2020JJ00";"     1.7";"     2.2";"     1.3";"     3.7";"     2.7";"    14.3";"     1.5";"     4.3";"     1.0";"     7.3";"     1.0";"     9.6";"       .";"       .";"       .";"       .";"     1.1";"     3.2";"    14.8"
"4046";"GM1966";"2020JJ00";"     1.3";"     2.2";"     1.4";"     3.4";"     7.7";"     5.5";"     2.7";"     2.1";"     1.9";"     3.3";"     1.0";"     8.0";"       .";"       .";"       .";"       .";"     0.9";"     3.4";"    20.9"
"4062";"GM1911";"2020JJ00";"     1.9";"     1.5";"     1.5";"     3.2";"     5.7";"     6.0";"     1.6";"     2.6";"     1.5";"     4.1";"     1.3";"     5.8";"       .";"       .";"       .";"       .";"     1.4";"    10.2";"    27.0"
"4078";"GM0118";"2020JJ00";"     1.4";"     7.5";"     1.0";"    13.0";"     3.5";"     3.5";"     2.1";"    10.1";"     0.9";"    27.8";"     1.1";"    29.9";"       .";"       .";"       .";"       .";"     1.9";"     4.2";"    42.6"
"4094";"GM0018";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4110";"GM0405";"2020JJ00";"     0.8";"    14.0";"     0.7";"    16.5";"     3.0";"     8.9";"     1.1";"    24.5";"     0.8";"    45.2";"     0.9";"    71.5";"       .";"       .";"       .";"       .";"     1.8";"     1.9";"     3.1"
"4126";"GM1507";"2020JJ00";"     1.5";"     2.6";"     1.5";"     5.5";"     4.6";"     7.6";"     0.8";"    11.1";"     0.8";"    15.0";"     1.2";"    12.1";"       .";"       .";"       .";"       .";"     1.5";"     5.1";"    14.2"
"4142";"GM0321";"2020JJ00";"     1.5";"     5.2";"     1.5";"     8.8";"     2.8";"    24.7";"     2.0";"     3.0";"     1.5";"    16.2";"     1.4";"    29.7";"       .";"       .";"       .";"       .";"     2.2";"     2.2";"    11.1"
"4158";"GM0406";"2020JJ00";"     0.8";"    10.0";"     0.7";"    13.8";"     2.0";"    17.4";"     1.5";"     3.1";"     0.7";"    31.1";"     0.7";"    51.6";"       .";"       .";"       .";"       .";"     2.3";"     7.5";"    10.8"
"4174";"GM0677";"2020JJ00";"     2.6";"     2.1";"     2.0";"     6.5";"     4.9";"     1.9";"     1.0";"    10.6";"     1.4";"    10.1";"     1.4";"    18.1";"       .";"       .";"       .";"       .";"     2.0";"    47.0";"    92.5"
"4190";"GM0925";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4206";"GM0353";"2020JJ00";"     0.7";"     9.6";"     0.7";"    15.6";"     1.4";"    24.7";"     1.1";"     6.8";"     0.7";"    36.2";"     0.9";"    46.7";"       .";"       .";"       .";"       .";"     1.6";"    11.1";"    12.5"
"4222";"GM0645";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4238";"GM1884";"2020JJ00";"     1.2";"     4.8";"     1.3";"     3.7";"     3.4";"    25.5";"     1.6";"     3.7";"     1.2";"     5.3";"     0.6";"    16.1";"       .";"       .";"       .";"       .";"     1.4";"     7.8";"    12.7"
"4254";"GM0166";"2020JJ00";"     1.5";"     7.3";"     1.1";"    11.4";"     2.4";"    11.9";"     1.8";"    16.2";"     1.2";"    29.1";"     1.4";"    34.3";"       .";"       .";"       .";"       .";"     1.4";"     2.1";"    14.9"
"4270";"GM0678";"2020JJ00";"     0.9";"     2.9";"     0.8";"     3.9";"     7.2";"     1.0";"     0.8";"     2.9";"     0.9";"     6.2";"     1.0";"     4.9";"       .";"       .";"       .";"       .";"     0.9";"     2.4";"    46.6"
"4286";"GM0537";"2020JJ00";"     0.7";"    19.7";"     0.6";"    16.5";"     1.6";"    29.3";"     0.9";"    14.1";"     0.5";"    46.2";"     0.5";"    61.7";"       .";"       .";"       .";"       .";"     1.3";"     6.6";"     7.0"
"4302";"GM0928";"2020JJ00";"     0.8";"    11.1";"     0.8";"    14.8";"     2.3";"    10.0";"     0.4";"    54.5";"     0.4";"    60.9";"     0.6";"    41.4";"       .";"       .";"       .";"       .";"     1.2";"     1.8";"     7.7"
"4318";"GM0929";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4334";"GM1598";"2020JJ00";"     1.2";"     3.8";"     1.7";"     4.4";"     3.7";"    11.7";"     1.4";"     5.5";"     1.6";"     7.1";"     1.5";"    11.3";"       .";"       .";"       .";"       .";"     1.4";"     5.2";"    10.0"
"4350";"GM0079";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4366";"GM0588";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4382";"GM0542";"2020JJ00";"     1.4";"     7.6";"     0.7";"    14.1";"     1.9";"    37.6";"     2.1";"     6.7";"     0.7";"    25.4";"     0.6";"    34.4";"       .";"       .";"       .";"       .";"     1.0";"     7.3";"    11.4"
"4398";"GM1931";"2020JJ00";"     1.3";"     2.7";"     1.0";"     5.3";"     5.2";"    19.3";"     1.2";"     6.0";"     1.0";"     9.2";"     1.1";"    12.3";"       .";"       .";"       .";"       .";"     1.0";"    10.8";"    12.6"
"4414";"GM1659";"2020JJ00";"     1.1";"     5.7";"     0.8";"     8.5";"     2.8";"    25.0";"     0.7";"    19.4";"     0.7";"    27.3";"     1.0";"    27.2";"       .";"       .";"       .";"       .";"     1.7";"     7.9";"    15.5"
"4430";"GM1685";"2020JJ00";"     1.1";"     2.1";"     1.3";"     3.3";"     7.2";"    13.0";"     1.2";"     4.3";"     0.9";"     7.2";"     0.8";"    11.9";"       .";"       .";"       .";"       .";"     1.3";"     9.9";"    23.3"
"4446";"GM0882";"2020JJ00";"     0.7";"    15.7";"     0.9";"    16.1";"     2.0";"    12.0";"     0.5";"    59.6";"     0.5";"    79.1";"     0.6";"    59.0";"       .";"       .";"       .";"       .";"     1.8";"     2.0";"     5.0"
"4462";"GM0415";"2020JJ00";"     0.8";"    13.8";"     1.0";"    10.4";"     1.1";"    34.6";"     0.8";"    10.8";"     0.8";"    26.6";"     0.8";"    31.5";"       .";"       .";"       .";"       .";"     1.8";"     7.9";"     9.0"
"4478";"GM0416";"2020JJ00";"     1.0";"    10.4";"     0.8";"    14.4";"     2.5";"    11.7";"     0.8";"    15.2";"     0.9";"    32.7";"     0.8";"    33.7";"       .";"       .";"       .";"       .";"     1.4";"     4.0";"     9.0"
"4494";"GM1621";"2020JJ00";"     0.9";"    13.3";"     1.0";"    11.2";"     2.9";"    51.4";"     2.6";"     3.6";"     0.9";"    23.3";"     1.0";"    33.5";"       .";"       .";"       .";"       .";"     1.2";"     6.4";"    10.1"
"4510";"GM0417";"2020JJ00";"     1.0";"    15.2";"     0.9";"    15.5";"     1.1";"    21.3";"     0.9";"    15.6";"     0.7";"    35.0";"     0.5";"    61.6";"       .";"       .";"       .";"       .";"     1.1";"     5.1";"     5.5"
"4526";"GM0022";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4542";"GM0545";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4558";"GM0080";"2020JJ00";"     1.4";"    17.5";"     0.9";"    22.9";"     2.3";"     7.3";"     2.0";"    47.4";"     1.3";"    57.3";"     1.0";"    99.8";"       .";"       .";"       .";"       .";"     2.2";"     3.2";"     4.4"
"4574";"GM0081";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4590";"GM0546";"2020JJ00";"     0.6";"    40.2";"     0.6";"    35.0";"     1.4";"    38.8";"     0.8";"    87.7";"     0.5";"   137.4";"     0.5";"   232.0";"       .";"       .";"       .";"       .";"     2.1";"     1.6";"     2.3"
"4606";"GM0547";"2020JJ00";"     1.0";"    26.3";"     0.9";"    26.3";"     1.3";"    31.2";"     1.6";"    82.1";"     0.7";"   115.8";"     0.6";"   205.0";"       .";"       .";"       .";"       .";"     2.0";"     4.0";"     4.3"
"4622";"GM1916";"2020JJ00";"     0.7";"    36.1";"     0.8";"    45.4";"     2.2";"    45.3";"     1.0";"   100.1";"     0.6";"   208.4";"     0.5";"   297.7";"       .";"       .";"       .";"       .";"     1.2";"     2.1";"     4.9"
"4638";"GM0995";"2020JJ00";"     1.2";"    12.4";"     1.1";"    17.0";"     2.7";"     1.8";"     1.9";"     8.0";"     1.1";"    41.3";"     1.1";"    49.3";"       .";"       .";"       .";"       .";"     2.7";"     2.7";"    27.8"
"4654";"GM0082";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4670";"GM1640";"2020JJ00";"     1.4";"     4.5";"     1.1";"     5.3";"     5.0";"     7.7";"     0.9";"    12.0";"     0.9";"    15.0";"     0.8";"    16.6";"       .";"       .";"       .";"       .";"     1.0";"    10.2";"    11.4"
"4686";"GM0327";"2020JJ00";"     0.8";"     9.8";"     1.0";"    14.3";"     2.1";"    23.1";"     2.0";"    14.2";"     0.8";"    38.4";"     0.8";"    54.3";"       .";"       .";"       .";"       .";"     2.2";"     6.1";"     6.5"
"4702";"GM1673";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4718";"GM0694";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4734";"GM0733";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4750";"GM1705";"2020JJ00";"     0.9";"     6.0";"     0.8";"     9.3";"     2.7";"    17.5";"     0.9";"    10.2";"     0.7";"    15.7";"     1.0";"    14.5";"       .";"       .";"       .";"       .";"     1.4";"     7.0";"     9.6"
"4766";"GM0553";"2020JJ00";"     0.8";"     9.2";"     0.8";"    12.5";"     1.3";"    30.3";"     1.1";"    10.4";"     0.8";"    28.1";"     0.7";"    45.2";"       .";"       .";"       .";"       .";"     1.0";"     6.0";"    13.7"
"4782";"GM0808";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4798";"GM0140";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"4814";"GM0262";"2020JJ00";"     1.6";"     3.5";"     1.3";"     4.7";"     4.2";"    12.5";"     3.7";"     4.5";"     1.5";"    12.5";"     1.3";"    20.5";"       .";"       .";"       .";"       .";"     1.1";"     4.7";"    12.2"
"4830";"GM0329";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
