"ID";"RegioS";"Perioden";"AfstandTotHuisartsenpraktijk_1";"Binnen5Km_4";"AfstandTotGroteSupermarkt_20";"Binnen5Km_23";"AfstandTotWarenhuis_28";"Binnen20Km_31";"AfstandTotCafeED_32";"Binnen5Km_35";"AfstandTotCafetariaED_36";"Binnen5Km_39";"AfstandTotRestaurant_40";"Binnen5Km_43";"AfstandTotOpenbaarGroenTotaal_87";"AfstandTotBos_90";"AfstandTotSemiOpenbaarGroenTotaal_94";"AfstandTotSportterrein_95";"AfstandTotOpritHoofdverkeersweg_100";"AfstandTotTreinstationsTotaal_101";"AfstandTotBelangrijkOverstapstation_102"
"6926";"GM0846";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6942";"GM1883";"2020JJ00";"     0.8";"    13.5";"     0.8";"    14.9";"     1.9";"    15.4";"     0.6";"    41.4";"     0.5";"    65.0";"     0.9";"    61.4";"       .";"       .";"       .";"       .";"     1.8";"     2.5";"     3.8"
"6958";"GM0051";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"6974";"GM0610";"2020JJ00";"     0.9";"     6.2";"     0.7";"     8.8";"     1.7";"    12.7";"     0.9";"     7.6";"     0.6";"    20.3";"     0.7";"    17.6";"       .";"       .";"       .";"       .";"     1.7";"     1.7";"    10.7"
"6990";"GM0040";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7006";"GM1714";"2020JJ00";"     2.3";"     0.8";"     1.6";"     2.3";"     6.6";"     2.2";"     1.5";"     2.3";"     1.2";"     6.2";"     0.8";"    16.5";"       .";"       .";"       .";"       .";"     1.4";"    48.9";"    94.4"
"7022";"GM0090";"2020JJ00";"     1.1";"    13.1";"     1.3";"    12.6";"     2.9";"     5.1";"     1.9";"    12.2";"     1.3";"    31.4";"     1.1";"    35.9";"       .";"       .";"       .";"       .";"     2.3";"    18.2";"    26.3"
"7038";"GM0091";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7054";"GM0342";"2020JJ00";"     0.8";"     9.7";"     0.7";"    11.9";"     2.1";"    32.0";"     1.0";"    11.8";"     0.6";"    28.2";"     0.5";"    45.6";"       .";"       .";"       .";"       .";"     1.6";"     2.1";"     7.5"
"7070";"GM0847";"2020JJ00";"     1.5";"     4.9";"     1.1";"     8.2";"     2.3";"    14.2";"     0.9";"    11.8";"     1.0";"    15.9";"     0.8";"    18.1";"       .";"       .";"       .";"       .";"     2.0";"    10.4";"    22.0"
"7086";"GM0848";"2020JJ00";"     1.3";"     3.8";"     0.8";"     6.6";"     1.8";"    26.1";"     1.7";"     3.8";"     0.8";"    15.7";"     1.2";"    20.8";"       .";"       .";"       .";"       .";"     2.5";"     8.5";"     9.6"
"7102";"GM0612";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7118";"GM0037";"2020JJ00";"     1.6";"     3.1";"     1.2";"     6.2";"     4.2";"     6.0";"     2.0";"     5.3";"     0.9";"    16.5";"     1.2";"    14.5";"       .";"       .";"       .";"       .";"     1.3";"    17.1";"    41.7"
"7134";"GM0180";"2020JJ00";"     1.9";"     1.7";"     2.2";"     3.6";"     2.8";"    10.6";"     2.0";"     3.0";"     1.4";"     4.7";"     1.5";"     7.2";"       .";"       .";"       .";"       .";"     1.9";"     8.0";"    19.6"
"7150";"GM0532";"2020JJ00";"     1.0";"     8.0";"     0.7";"    11.0";"     1.5";"     6.0";"     1.2";"    11.5";"     0.7";"    19.8";"     0.9";"    25.6";"       .";"       .";"       .";"       .";"     1.0";"     1.4";"    15.2"
"7166";"GM0851";"2020JJ00";"     1.0";"     1.9";"     1.0";"     3.5";"     3.9";"     5.6";"     0.9";"     7.3";"     0.9";"     7.7";"     0.9";"     9.3";"       .";"       .";"       .";"       .";"     2.6";"    12.9";"    15.5"
"7182";"GM1708";"2020JJ00";"     1.9";"     2.1";"     1.5";"     4.5";"     5.5";"     3.6";"     2.5";"     6.6";"     1.5";"    12.2";"     1.1";"    14.2";"       .";"       .";"       .";"       .";"     1.3";"     7.4";"    35.8"
"7198";"GM0971";"2020JJ00";"     0.8";"     8.8";"     0.9";"    10.2";"     2.0";"    17.4";"     0.5";"    29.6";"     0.5";"    33.0";"     1.2";"    27.1";"       .";"       .";"       .";"       .";"     1.3";"     3.4";"     9.2"
"7214";"GM1904";"2020JJ00";"     1.1";"     8.8";"     1.0";"     9.5";"     2.4";"    28.0";"     2.0";"     7.6";"     1.1";"    23.5";"     1.0";"    38.4";"       .";"       .";"       .";"       .";"     1.7";"     3.2";"    10.8"
"7230";"GM0617";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7246";"GM1900";"2020JJ00";"     1.9";"     3.7";"     1.4";"     6.6";"     5.2";"     3.9";"     1.8";"    10.5";"     1.6";"    13.4";"     1.4";"    20.8";"       .";"       .";"       .";"       .";"     2.1";"     5.1";"    28.6"
"7262";"GM0975";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7278";"GM0715";"2020JJ00";"     1.4";"     2.5";"     1.1";"     4.8";"     6.8";"     2.8";"     1.5";"    10.7";"     1.0";"    11.3";"     1.3";"    18.4";"       .";"       .";"       .";"       .";"     2.0";"    33.1";"    78.6"
"7294";"GM0093";"2020JJ00";"     1.4";"     1.1";"     0.8";"     2.0";"     4.0";"     1.0";"     0.9";"     7.6";"     0.6";"     8.0";"     0.4";"    18.7";"       .";"       .";"       .";"       .";"    37.6";"    36.2";"    63.6"
"7310";"GM0448";"2020JJ00";"     2.8";"     2.0";"     1.0";"     4.5";"     3.8";"     1.9";"     2.1";"     3.5";"     1.0";"     6.8";"     0.8";"    19.1";"       .";"       .";"       .";"       .";"     3.4";"    15.9";"    55.7"
"7326";"GM1525";"2020JJ00";"     0.6";"    11.7";"     0.7";"    10.8";"     1.3";"    23.3";"     1.0";"     7.3";"     0.6";"    29.7";"     0.5";"    41.8";"       .";"       .";"       .";"       .";"     1.0";"     1.8";"     8.2"
"7342";"GM0716";"2020JJ00";"     0.9";"     1.6";"     1.1";"     2.1";"    11.9";"     2.8";"     0.8";"     2.6";"     0.9";"     4.0";"     1.6";"     3.7";"       .";"       .";"       .";"       .";"     1.0";"    16.2";"    27.1"
"7358";"GM0977";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7374";"GM0281";"2020JJ00";"     1.7";"     5.1";"     0.9";"    10.1";"     2.5";"     8.0";"     1.8";"    24.2";"     0.9";"    36.6";"     0.9";"    38.5";"       .";"       .";"       .";"       .";"     1.9";"     1.7";"    33.4"
"7390";"GM0855";"2020JJ00";"     0.7";"    24.7";"     0.7";"    32.7";"     1.6";"    18.1";"     0.9";"    77.2";"     0.6";"   138.5";"     0.6";"   101.5";"       .";"       .";"       .";"       .";"     2.9";"     2.5";"     3.9"
"7406";"GM0183";"2020JJ00";"     2.0";"     2.6";"     1.7";"     3.5";"     3.9";"     9.9";"     1.6";"     3.3";"     2.4";"     4.5";"     1.0";"    12.4";"       .";"       .";"       .";"       .";"     1.2";"    10.6";"    11.0"
"7422";"GM1700";"2020JJ00";"     1.0";"     4.1";"     1.0";"     4.8";"     2.7";"    10.1";"     1.0";"     4.5";"     0.8";"     7.3";"     1.0";"     7.3";"       .";"       .";"       .";"       .";"     1.2";"     2.9";"    12.2"
"7438";"GM1730";"2020JJ00";"     1.4";"     4.7";"     1.4";"     4.3";"     3.1";"    12.7";"     1.4";"     4.7";"     1.4";"     6.9";"     1.0";"    16.7";"       .";"       .";"       .";"       .";"     2.4";"     8.8";"    14.0"
"7454";"GM0737";"2020JJ00";"     1.6";"     2.0";"     1.4";"     4.1";"     5.2";"     7.4";"     1.6";"     4.3";"     2.6";"     3.9";"     1.4";"     5.9";"       .";"       .";"       .";"       .";"     1.7";"     5.2";"    14.9"
"7470";"GM0282";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7486";"GM0856";"2020JJ00";"     1.2";"     4.9";"     0.8";"    12.7";"     1.8";"    13.8";"     1.0";"    21.8";"     0.6";"    36.8";"     0.9";"    39.8";"       .";"       .";"       .";"       .";"     1.4";"    15.5";"    27.0"
"7502";"GM0450";"2020JJ00";"     0.9";"     9.8";"     0.7";"    10.6";"     1.4";"    22.3";"     1.1";"    10.7";"     1.1";"    19.6";"     1.0";"    29.9";"       .";"       .";"       .";"       .";"     1.2";"     2.1";"    14.4"
"7518";"GM0451";"2020JJ00";"     1.5";"     5.4";"     0.8";"     8.1";"     2.1";"    34.9";"     1.2";"     9.9";"     0.7";"    19.3";"     0.7";"    38.4";"       .";"       .";"       .";"       .";"     1.6";"    11.5";"    12.3"
"7534";"GM0184";"2020JJ00";"     0.7";"     4.0";"     0.7";"     6.3";"     1.4";"     2.0";"     1.5";"     7.0";"     0.6";"    10.3";"     1.5";"    12.3";"       .";"       .";"       .";"       .";"     1.0";"    23.4";"    42.5"
"7550";"GM0344";"2020JJ00";"     0.6";"    31.3";"     0.6";"    51.7";"     1.6";"    29.6";"     0.9";"    85.0";"     0.5";"   230.4";"     0.5";"   337.1";"       .";"       .";"       .";"       .";"     2.0";"     1.7";"     3.9"
"7566";"GM1581";"2020JJ00";"     1.1";"     6.2";"     1.1";"     6.1";"     1.8";"    24.2";"     1.6";"     4.2";"     0.9";"    15.7";"     0.7";"    26.6";"       .";"       .";"       .";"       .";"     1.1";"     4.4";"    15.7"
"7582";"GM0981";"2020JJ00";"     1.4";"     2.1";"     1.3";"     3.8";"     1.7";"     8.3";"     0.6";"    11.5";"     1.0";"     6.2";"     0.4";"    29.1";"       .";"       .";"       .";"       .";"     0.6";"    14.5";"    17.1"
"7598";"GM0994";"2020JJ00";"     1.0";"     8.0";"     1.2";"     6.6";"     2.2";"    19.9";"     0.5";"    36.9";"     1.0";"    26.4";"     0.7";"    82.5";"       .";"       .";"       .";"       .";"     0.8";"     1.5";"     9.3"
"7614";"GM0858";"2020JJ00";"     0.9";"     8.3";"     1.0";"     9.5";"     1.8";"    20.0";"     0.7";"    23.2";"     0.6";"    31.1";"     0.8";"    36.9";"       .";"       .";"       .";"       .";"     1.1";"    11.1";"    12.0"
"7630";"GM0047";"2020JJ00";"     1.2";"     6.1";"     1.2";"     7.3";"     2.4";"     7.8";"     1.1";"    12.3";"     0.9";"    21.2";"     1.0";"    20.3";"       .";"       .";"       .";"       .";"     1.9";"     2.8";"    27.7"
"7646";"GM0345";"2020JJ00";"     1.0";"    13.3";"     0.7";"    14.3";"     1.6";"    17.4";"     1.2";"    15.9";"     0.7";"    55.6";"     0.9";"    51.2";"       .";"       .";"       .";"       .";"     1.6";"     1.5";"    23.8"
"7662";"GM0717";"2020JJ00";"     1.4";"     3.5";"     1.2";"     5.0";"     9.2";"     2.0";"     2.1";"     5.3";"     0.9";"    14.9";"     1.1";"    23.9";"       .";"       .";"       .";"       .";"     1.4";"     9.7";"    79.9"
"7678";"GM0860";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7694";"GM0861";"2020JJ00";"     0.8";"    12.0";"     0.8";"    19.3";"     2.1";"    22.5";"     1.2";"    26.5";"     0.7";"    55.7";"     0.8";"    50.6";"       .";"       .";"       .";"       .";"     2.7";"     6.6";"     7.9"
"7710";"GM0453";"2020JJ00";"     0.6";"    14.1";"     0.6";"    14.8";"     1.5";"    22.9";"     1.2";"    21.0";"     0.5";"    49.2";"     0.5";"    62.0";"       .";"       .";"       .";"       .";"     1.5";"     3.4";"     8.5"
"7726";"GM0983";"2020JJ00";"     0.9";"     8.3";"     0.7";"    21.3";"     2.2";"     7.0";"     0.7";"    53.1";"     0.5";"    78.9";"     0.8";"    75.3";"       .";"       .";"       .";"       .";"     1.4";"     2.4";"     3.5"
"7742";"GM0984";"2020JJ00";"     1.6";"     3.5";"     1.3";"     8.3";"     2.9";"     5.0";"     1.0";"    15.7";"     1.0";"    27.1";"     1.3";"    19.0";"       .";"       .";"       .";"       .";"     1.5";"     3.8";"    24.6"
"7758";"GM0620";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7774";"GM1961";"2020JJ00";"     1.2";"     5.1";"     1.1";"     5.6";"     3.5";"    12.5";"     1.4";"     6.6";"     1.2";"    14.3";"     1.0";"    15.0";"       .";"       .";"       .";"       .";"     2.0";"     7.0";"    21.8"
"7790";"GM0622";"2020JJ00";"     0.7";"    16.2";"     0.7";"    29.1";"     1.5";"    48.3";"     0.7";"    49.5";"     0.6";"    74.4";"     0.7";"    81.3";"       .";"       .";"       .";"       .";"     1.5";"     6.0";"    10.2"
"7806";"GM0048";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7822";"GM0096";"2020JJ00";"     0.6";"     1.0";"     0.5";"     3.0";"    19.1";"     1.0";"     0.6";"     1.0";"     0.4";"     5.0";"     0.3";"     9.9";"       .";"       .";"       .";"       .";"    35.4";"    34.0";"    61.4"
"7838";"GM0718";"2020JJ00";"     0.7";"    10.9";"     0.8";"    15.0";"     2.6";"     2.0";"     0.8";"    27.9";"     0.8";"    61.1";"     0.9";"    59.5";"       .";"       .";"       .";"       .";"     1.2";"     3.0";"    74.9"
"7854";"GM0623";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"7870";"GM0986";"2020JJ00";"     1.0";"     8.0";"     1.5";"     8.3";"     4.1";"    19.6";"     0.6";"    35.8";"     0.5";"    45.3";"     0.7";"    53.9";"       .";"       .";"       .";"       .";"     1.3";"     1.7";"     5.8"
"7886";"GM0626";"2020JJ00";"     0.7";"    24.2";"     0.8";"    20.6";"     1.3";"    44.1";"     0.8";"    35.6";"     0.6";"    63.9";"     0.6";"   108.4";"       .";"       .";"       .";"       .";"     1.3";"     1.5";"     5.5"
"7902";"GM0285";"2020JJ00";"     1.5";"     2.6";"     1.5";"     4.7";"     3.3";"    12.3";"     2.3";"     4.2";"     1.3";"    13.5";"     1.2";"    19.0";"       .";"       .";"       .";"       .";"     1.0";"     2.5";"     6.7"
"7918";"GM0865";"2020JJ00";"     1.0";"     6.8";"     0.9";"    10.8";"     2.0";"    21.9";"     0.8";"    31.2";"     0.7";"    54.0";"     0.6";"    87.5";"       .";"       .";"       .";"       .";"     1.1";"     1.8";"     5.2"
"7934";"GM1949";"2020JJ00";"     1.6";"     2.1";"     1.6";"     3.3";"     4.4";"     6.1";"     2.7";"     3.9";"     2.3";"     5.5";"     2.2";"     5.1";"       .";"       .";"       .";"       .";"     1.4";"     6.4";"    16.4"
"7950";"GM0866";"2020JJ00";"     0.8";"    13.6";"     0.9";"    18.8";"     5.0";"    23.0";"     1.8";"    44.2";"     0.6";"    62.2";"     0.7";"    75.6";"       .";"       .";"       .";"       .";"     1.4";"     7.1";"     7.1"
"7966";"GM0867";"2020JJ00";"     1.0";"     9.3";"     0.9";"    13.3";"     2.5";"    19.4";"     0.8";"    23.5";"     0.8";"    36.2";"     0.6";"    45.7";"       .";"       .";"       .";"       .";"     1.5";"    15.2";"    15.9"
"7982";"GM0627";"2020JJ00";"     0.7";"     7.9";"     0.8";"    13.8";"     1.8";"    25.9";"     1.1";"     6.5";"     0.6";"    24.0";"     0.6";"    28.8";"       .";"       .";"       .";"       .";"     0.9";"     1.1";"     7.1"
"7998";"GM0289";"2020JJ00";"     0.9";"    11.3";"     0.7";"    11.8";"     1.6";"    16.8";"     0.9";"    16.7";"     0.6";"    46.8";"     0.8";"    51.0";"       .";"       .";"       .";"       .";"     1.1";"     6.7";"    17.6"
"8014";"GM0629";"2020JJ00";"     1.1";"     5.9";"     1.2";"     9.7";"     1.9";"    41.9";"     1.4";"     6.5";"     1.0";"    31.3";"     0.8";"    47.9";"       .";"       .";"       .";"       .";"     1.0";"     3.8";"     6.9"
"8030";"GM0852";"2020JJ00";"     1.0";"     2.2";"     2.0";"     1.9";"     7.9";"    22.9";"     2.7";"     2.5";"     1.9";"     9.3";"     0.8";"    13.0";"       .";"       .";"       .";"       .";"     0.8";"    11.1";"    15.1"
"8046";"GM0988";"2020JJ00";"     0.9";"    11.6";"     0.9";"    11.9";"     2.8";"     6.2";"     0.6";"    37.1";"     0.7";"    41.4";"     1.0";"    39.5";"       .";"       .";"       .";"       .";"     1.4";"     2.6";"    22.8"
"8062";"GM0457";"2020JJ00";"     0.7";"     8.0";"     0.8";"     5.0";"     1.1";"    37.8";"     0.8";"     8.7";"     0.6";"    14.8";"     0.6";"    40.9";"       .";"       .";"       .";"       .";"     1.2";"     1.4";"    15.4"
"8078";"GM0870";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8094";"GM0459";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8110";"GM1960";"2020JJ00";"     1.4";"     3.7";"     1.3";"     4.4";"     4.9";"     6.8";"     2.1";"     4.3";"     1.3";"    10.2";"     2.2";"     9.5";"       .";"       .";"       .";"       .";"     1.4";"     4.7";"    26.1"
"8126";"GM0668";"2020JJ00";"     1.4";"     2.6";"     1.9";"     3.2";"     4.4";"     8.2";"     1.1";"     4.9";"     0.9";"     8.0";"     0.7";"     8.1";"       .";"       .";"       .";"       .";"     1.8";"    12.2";"    25.5"
"8142";"GM0558";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8158";"GM1969";"2020JJ00";"     1.7";"     2.9";"     1.4";"     4.4";"     4.2";"     9.7";"     2.1";"     3.0";"     1.8";"     5.5";"     1.6";"     8.6";"       .";"       .";"       .";"       .";"     1.1";"     9.3";"    18.5"
"8174";"GM1701";"2020JJ00";"     2.2";"     1.4";"     2.4";"     1.6";"     7.1";"     3.8";"     6.5";"     0.6";"     1.9";"     3.7";"     1.2";"     8.7";"       .";"       .";"       .";"       .";"     1.1";"    11.8";"    42.9"
"8190";"GM0293";"2020JJ00";"     0.8";"     7.3";"     0.6";"    15.8";"     1.5";"    18.3";"     0.8";"    15.7";"     0.6";"    28.6";"     0.8";"    30.8";"       .";"       .";"       .";"       .";"     2.7";"     1.5";"     7.5"
"8206";"GM1950";"2020JJ00";"     1.9";"     1.7";"     2.1";"     2.5";"     7.3";"     4.1";"     2.5";"     2.3";"     1.9";"     3.5";"     1.3";"     6.4";"       .";"       .";"       .";"       .";"     1.3";"    14.6";"    50.9"
"8222";"GM1783";"2020JJ00";"     0.8";"    11.8";"     0.9";"    17.8";"     1.5";"    34.5";"     1.0";"    13.5";"     0.7";"    46.1";"     0.7";"    43.2";"       .";"       .";"       .";"       .";"     0.9";"    10.2";"    12.5"
"8238";"GM0098";"2020JJ00";"     1.9";"     2.7";"     2.2";"     3.4";"     5.0";"     4.0";"     2.7";"     5.3";"     1.6";"     5.9";"     1.5";"     8.0";"       .";"       .";"       .";"       .";"     1.7";"     5.4";"    44.4"
"8254";"GM0614";"2020JJ00";"     1.1";"     2.4";"     1.1";"     2.4";"     1.1";"     6.7";"     3.3";"     2.6";"     1.0";"     8.5";"     0.9";"    14.8";"       .";"       .";"       .";"       .";"     1.5";"    28.8";"    32.9"
"8270";"GM0189";"2020JJ00";"     1.3";"     5.3";"     1.1";"     6.9";"     2.7";"    12.5";"     1.2";"     7.9";"     1.2";"    10.9";"     1.0";"    16.1";"       .";"       .";"       .";"       .";"     1.3";"     2.6";"     7.9"
"8286";"GM0462";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8302";"GM0463";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8318";"GM0296";"2020JJ00";"     1.3";"     8.6";"     1.2";"     8.3";"     2.4";"    13.8";"     1.7";"     6.1";"     1.0";"    23.2";"     1.3";"    25.1";"       .";"       .";"       .";"       .";"     1.5";"     2.4";"    11.3"
"8334";"GM1696";"2020JJ00";"     1.3";"     8.6";"     1.5";"     7.0";"     2.8";"    24.7";"     1.8";"    14.0";"     0.9";"    27.3";"     0.6";"    49.5";"       .";"       .";"       .";"       .";"     2.1";"     6.1";"     7.5"
"8350";"GM0352";"2020JJ00";"     0.6";"     6.3";"     0.8";"     5.8";"     2.0";"    16.9";"     1.4";"     7.1";"     0.8";"     9.1";"     0.8";"    18.6";"       .";"       .";"       .";"       .";"     1.6";"    10.6";"    21.3"
"8366";"GM0052";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8382";"GM0053";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8398";"GM0294";"2020JJ00";"     1.6";"     5.3";"     1.2";"    10.0";"     2.0";"     5.3";"     1.3";"     7.4";"     1.1";"    22.1";"     1.0";"    26.4";"       .";"       .";"       .";"       .";"     1.2";"     2.2";"    38.4"
"8414";"GM0873";"2020JJ00";"     1.0";"     3.6";"     0.8";"     5.1";"     3.5";"     3.8";"     0.7";"     5.9";"     0.8";"     8.3";"     0.6";"    14.5";"       .";"       .";"       .";"       .";"     1.4";"    11.2";"    19.8"
"8430";"GM0632";"2020JJ00";"     1.1";"     5.8";"     0.9";"     8.2";"     2.9";"    22.9";"     1.4";"     6.3";"     1.2";"    22.1";"     0.8";"    36.5";"       .";"       .";"       .";"       .";"     1.5";"     2.9";"    16.9"
"8446";"GM0466";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8462";"GM1690";"2020JJ00";"     2.0";"     1.2";"     1.7";"     2.0";"     8.3";"     6.1";"     4.4";"     0.8";"     2.0";"     3.3";"     1.4";"     6.1";"       .";"       .";"       .";"       .";"     2.5";"     9.6";"    33.6"
"8478";"GM0880";"2020JJ00";"     1.1";"    11.2";"     1.3";"    11.3";"     1.4";"    29.1";"     1.1";"    14.2";"     1.0";"    33.7";"     0.8";"    41.1";"       .";"       .";"       .";"       .";"     1.8";"     2.5";"    15.1"
"8494";"GM0351";"2020JJ00";"     1.0";"     3.6";"     0.9";"     5.2";"     1.1";"    22.6";"     1.1";"     3.3";"     1.0";"     8.5";"     0.8";"    10.4";"       .";"       .";"       .";"       .";"     0.7";"     5.2";"    10.4"
"8510";"GM0874";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8526";"GM0710";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8542";"GM0683";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8558";"GM0479";"2020JJ00";"     0.8";"    15.9";"     0.6";"    20.9";"     2.4";"    37.8";"     1.3";"    25.9";"     0.6";"    56.4";"     0.6";"    53.7";"       .";"       .";"       .";"       .";"     1.6";"     2.1";"    11.1"
"8574";"GM0297";"2020JJ00";"     1.2";"     5.0";"     1.1";"     4.2";"     4.8";"    11.0";"     1.9";"     3.8";"     1.2";"    12.9";"     1.5";"    13.5";"       .";"       .";"       .";"       .";"     1.6";"     5.6";"    17.4"
"8590";"GM0473";"2020JJ00";"     0.7";"     5.0";"     0.7";"     5.1";"     1.4";"    17.1";"     1.0";"    11.8";"     0.5";"    27.3";"     0.5";"    70.0";"       .";"       .";"       .";"       .";"     1.9";"     1.0";"     9.4"
"8606";"GM0707";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8622";"GM0478";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8638";"GM0050";"2020JJ00";"     1.9";"     3.6";"     1.4";"     6.4";"     2.5";"     5.2";"     2.3";"     0.9";"     1.7";"     9.4";"     1.4";"    15.4";"       .";"       .";"       .";"       .";"     2.0";"    14.0";"    26.8"
"8654";"GM0355";"2020JJ00";"     0.9";"    11.8";"     0.8";"    15.7";"     2.2";"    35.2";"     1.5";"    12.5";"     0.7";"    40.3";"     0.8";"    62.9";"       .";"       .";"       .";"       .";"     1.9";"     3.7";"    10.7"
"8670";"GM0299";"2020JJ00";"     1.3";"     5.0";"     1.1";"     6.6";"     4.0";"    15.8";"     1.1";"    11.3";"     0.9";"    14.4";"     1.0";"    25.5";"       .";"       .";"       .";"       .";"     1.4";"     4.3";"    17.0"
"8686";"GM1666";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8702";"GM0476";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8718";"GM0637";"2020JJ00";"     1.0";"    15.1";"     0.9";"    18.8";"     2.0";"    53.8";"     1.6";"    15.3";"     0.8";"    59.6";"     0.7";"    87.0";"       .";"       .";"       .";"       .";"     2.1";"     3.3";"    13.8"
"8734";"GM0638";"2020JJ00";"     0.8";"    19.3";"     0.8";"    16.7";"     4.1";"    37.9";"     1.8";"    47.7";"     1.0";"    65.0";"     0.6";"   116.3";"       .";"       .";"       .";"       .";"     1.0";"     4.0";"     5.8"
"8750";"GM0056";"2020JJ00";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"8766";"GM1892";"2020JJ00";"     0.9";"     9.3";"     0.9";"     9.5";"     3.2";"    37.0";"     1.1";"     7.0";"     1.2";"    18.2";"     0.7";"    26.9";"       .";"       .";"       .";"       .";"     1.7";"     3.5";"    10.3"
"8782";"GM0879";"2020JJ00";"     2.2";"     0.9";"     1.3";"     3.8";"     3.5";"     9.7";"     1.0";"    13.3";"     1.3";"     7.3";"     1.0";"    12.3";"       .";"       .";"       .";"       .";"     1.3";"    12.9";"    15.5"
"8798";"GM0301";"2020JJ00";"     0.8";"    10.4";"     0.7";"    14.0";"     1.6";"    15.7";"     1.5";"    19.2";"     0.7";"    37.7";"     1.1";"    48.9";"       .";"       .";"       .";"       .";"     0.9";"     2.6";"     2.6"
"8814";"GM1896";"2020JJ00";"     1.0";"     2.9";"     1.1";"     3.3";"     3.7";"    11.8";"     1.1";"     3.4";"     1.0";"     6.9";"     1.0";"     8.1";"       .";"       .";"       .";"       .";"     1.0";"    11.4";"    15.3"
"8830";"GM0642";"2020JJ00";"     0.7";"    16.8";"     0.6";"    22.4";"     2.5";"    31.2";"     1.4";"    21.1";"     0.5";"    67.9";"     0.7";"    69.3";"       .";"       .";"       .";"       .";"     1.7";"     2.0";"     5.4"
"8846";"GM0193";"2020JJ00";"     0.9";"    14.6";"     0.8";"    23.9";"     1.5";"    16.4";"     2.1";"    34.2";"     0.9";"    61.6";"     0.9";"   105.6";"       .";"       .";"       .";"       .";"     1.9";"     2.7";"     3.5"
