Code,ExperiencedHealthGoodVeryGood,OneOrMorePhysicalLimitations,LimitationInMovement,Underweight,NormalWeight,Overweight,SatisfiesPhysicalActivityGuidelines,WeeklySportsParticipant,Smokers,ExcessiveDrinker,DistanceToGP,GPWithin5Km,DistanceToLargeSupermarket,SMWithin5Km,DistanceToDepartmentStore,DSWithin20Km,DistanceToCafe,CafeWithin5Km_35,DistanceToSnackBar,SBWithin5Km,DistanceToRestaurant,RestWithin5Km,DistanceToAccessMainRoad,DistanceToTrainStationsTotal,DistanceToImportantTransferStation,Gemeentenaam,ProvinciecodePV,Provincienaam,Population,DensityPerKM,CarsPer1000
GM1903,78.4,14.7,9.4,1.7,46.3,52.0,48.8,47.2,14.3,6.4,1.0,5.1,1.2,5.0,6.4,12.0,0.7,16.3,0.8,13.5,0.7,23.0,1.4,4.1,8.5,Eijsden-Margraten,PV31,Limburg,25768.0,332.0,568.0
GM0772,77.9,14.2,8.6,1.8,53.9,44.3,52.6,54.5,17.4,5.8,0.8,27.4,0.6,49.5,1.9,24.7,0.9,105.5,0.5,205.0,0.6,206.8,2.5,3.2,3.8,Eindhoven,PV30,Noord-Brabant,234394.0,2674.0,430.0
GM0230,82.0,12.3,7.7,2.0,45.9,52.2,48.3,46.6,15.5,5.1,1.1,3.7,0.9,6.2,3.3,9.7,1.1,5.6,0.8,10.0,1.1,16.9,0.8,4.6,20.6,Elburg,PV25,Gelderland,23161.0,363.0,510.0
GM0114,78.4,16.2,11.0,1.9,41.4,56.7,46.7,36.4,18.2,4.9,1.3,4.5,1.1,9.0,3.6,6.8,1.9,9.6,0.9,23.3,1.1,26.5,2.1,5.6,58.3,Emmen,PV22,Drenthe,107048.0,319.0,524.0
GM0388,77.2,14.6,8.6,1.7,48.5,49.7,49.5,47.2,16.6,6.4,0.8,5.7,0.7,8.5,1.7,5.9,1.4,16.5,0.6,23.4,0.8,31.7,1.2,2.0,19.5,Enkhuizen,PV27,Noord-Holland,18591.0,1466.0,432.0
GM0153,77.1,17.2,11.3,1.2,47.6,51.1,53.8,47.7,18.1,6.2,0.8,22.7,0.7,31.3,1.9,12.8,1.1,48.9,0.7,98.2,0.6,111.3,2.0,2.7,3.3,Enschede,PV23,Overijssel,159640.0,1134.0,422.0
GM0232,81.4,15.1,10.1,1.0,45.9,53.0,50.5,48.9,14.4,6.3,1.2,5.0,1.2,6.1,1.8,12.5,1.7,2.8,1.1,10.2,0.9,20.4,2.3,10.2,14.1,Epe,PV25,Gelderland,33178.0,213.0,547.0
GM0233,80.3,11.5,6.5,1.3,47.8,50.9,48.7,47.6,15.8,4.7,1.6,9.0,1.0,12.8,1.8,10.3,1.7,9.9,1.0,21.4,0.9,30.3,1.5,1.9,26.6,Ermelo,PV25,Gelderland,27008.0,315.0,498.0
GM0777,78.6,16.9,11.1,2.4,44.9,52.8,49.3,52.3,12.0,5.7,1.0,5.8,0.8,9.0,2.2,13.3,1.1,9.5,0.7,34.8,0.8,33.5,1.7,2.0,10.8,Etten-Leur,PV30,Noord-Brabant,43878.0,793.0,505.0
GM1940,82.4,12.4,7.9,2.5,47.8,49.6,53.8,50.9,13.9,7.6,1.9,1.8,1.4,4.4,3.7,4.3,2.1,4.4,1.4,7.2,1.1,12.0,1.8,13.9,39.4,De Fryske Marren,PV21,Friesland,51564.0,147.0,546.0
GM0779,76.4,15.7,10.3,1.7,39.7,58.6,43.8,47.7,12.7,4.4,1.5,2.2,0.9,5.5,1.6,14.9,0.7,14.4,0.5,15.7,0.8,12.4,2.0,16.0,16.8,Geertruidenberg,PV30,Noord-Brabant,21544.0,809.0,530.0
GM1771,80.0,15.2,10.4,2.0,45.9,52.1,51.8,52.1,15.4,7.6,1.0,6.6,0.8,13.3,1.4,23.3,0.7,21.7,0.6,37.3,0.8,32.4,3.1,2.2,8.7,Geldrop-Mierlo,PV30,Noord-Brabant,39726.0,1281.0,540.0
GM1652,80.3,13.7,7.6,0.9,47.2,51.9,54.3,56.9,11.8,7.7,1.5,2.7,1.1,5.2,3.6,13.4,0.9,8.0,0.9,14.6,0.9,13.2,1.4,10.7,22.5,Gemert-Bakel,PV30,Noord-Brabant,30723.0,252.0,537.0
GM0907,77.9,17.1,9.0,1.3,47.7,51.0,53.0,48.0,14.9,4.5,1.3,3.4,1.2,8.0,2.2,8.1,0.7,10.7,0.8,14.5,1.1,13.4,0.9,8.7,20.4,Gennep,PV31,Limburg,16921.0,355.0,558.0
GM0784,77.7,14.5,9.1,1.3,44.9,53.8,50.7,55.5,11.6,5.9,0.8,4.0,0.9,4.6,3.0,21.2,1.0,6.0,0.8,9.2,0.6,12.2,1.3,3.1,10.9,Gilze en Rijen,PV30,Noord-Brabant,26431.0,404.0,536.0
GM1924,80.8,13.0,8.4,0.7,44.2,55.0,42.2,41.4,13.1,5.3,1.3,2.3,1.1,3.6,5.3,2.4,1.7,3.3,1.1,7.2,1.6,8.9,1.6,37.4,41.3,Goeree-Overflakkee,PV28,Zuid-Holland,50049.0,192.0,531.0
GM0664,78.3,14.2,9.6,1.5,49.4,49.1,52.9,46.4,15.6,5.0,1.2,6.3,1.2,8.5,2.5,1.1,1.5,20.9,1.2,33.6,1.1,37.3,1.6,2.6,52.6,Goes,PV29,Zeeland,38082.0,411.0,539.0
GM0785,79.7,13.5,7.7,1.4,41.9,56.7,51.5,54.5,12.6,4.4,0.9,15.0,1.0,19.2,1.8,14.0,1.0,49.6,0.7,83.6,1.1,65.1,2.8,5.3,5.4,Goirle,PV30,Noord-Brabant,23904.0,556.0,514.0
GM1942,82.4,10.9,7.1,2.5,55.1,42.4,52.2,57.1,15.6,8.0,0.7,14.7,0.8,14.8,2.3,23.1,1.1,16.3,0.6,50.4,0.7,79.4,1.4,2.1,7.8,Gooise Meren,PV27,Noord-Holland,58055.0,1396.0,484.0
GM0512,79.0,16.8,10.9,0.9,47.9,51.2,46.0,47.1,17.2,4.0,0.8,10.9,0.6,12.6,1.9,6.1,1.1,18.9,0.5,44.8,0.7,37.5,1.5,2.0,25.9,Gorinchem,PV28,Zuid-Holland,37022.0,1966.0,453.0
GM0513,80.3,14.1,9.6,1.4,50.8,47.7,52.0,50.6,14.9,4.7,0.7,16.9,0.6,19.9,1.7,21.8,1.3,26.9,0.6,73.6,0.9,75.1,1.7,1.6,2.0,Gouda,PV28,Zuid-Holland,73427.0,4449.0,382.0
GM0786,76.8,13.9,9.4,2.0,47.5,50.5,44.7,51.3,13.6,6.7,1.6,2.1,1.1,4.0,1.7,14.7,1.3,6.2,0.9,10.2,1.2,18.7,0.7,8.3,16.2,Grave,PV30,Noord-Brabant,12436.0,457.0,542.0
GM0518,76.0,19.3,12.5,2.2,50.7,47.1,49.9,50.3,19.1,4.7,0.6,67.1,0.5,82.4,1.2,42.4,0.6,266.2,0.4,398.3,0.4,524.8,3.0,3.2,4.0,'s-Gravenhage,PV28,Zuid-Holland,545838.0,6620.0,358.0
GM0014,81.1,10.3,6.3,2.5,58.3,39.2,57.8,56.3,22.8,7.6,0.8,27.7,0.7,34.5,1.9,13.6,0.8,100.8,0.6,128.2,0.6,216.5,1.1,2.5,3.8,Groningen,PV20,Groningen,232874.0,1255.0,399.0
GM1729,76.3,14.7,8.3,1.5,48.0,50.5,39.9,45.0,14.4,6.6,1.8,4.3,1.6,3.8,3.3,15.6,0.8,16.1,0.9,13.0,0.6,33.5,1.3,7.1,12.6,Gulpen-Wittem,PV31,Limburg,14171.0,194.0,578.0
GM0158,82.7,14.9,9.9,2.2,45.2,52.6,54.8,51.8,14.6,7.1,1.5,2.8,1.2,5.5,2.1,14.3,1.5,5.4,0.8,14.6,1.0,21.2,1.9,12.5,13.7,Haaksbergen,PV23,Overijssel,24311.0,232.0,540.0
GM0788,82.1,11.5,6.7,0.9,48.3,50.8,52.0,60.1,13.0,7.8,1.6,3.8,1.1,7.1,5.0,23.9,1.0,8.9,1.0,15.3,1.1,27.8,1.9,4.9,10.7,Haaren,PV30,Noord-Brabant,14370.0,249.0,562.0
GM0392,81.6,12.6,8.0,1.9,55.5,42.6,60.2,57.5,15.2,6.4,0.6,33.5,0.5,41.2,1.3,35.8,0.6,93.4,0.4,164.4,0.4,245.5,1.2,2.3,2.7,Haarlem,PV27,Noord-Holland,162902.0,5585.0,381.0
GM0394,81.5,12.0,7.2,1.6,49.5,48.9,52.6,55.2,13.6,5.7,1.0,14.7,1.1,14.9,2.6,34.1,1.5,8.8,1.0,31.5,0.9,47.1,1.5,4.1,9.5,Haarlemmermeer,PV27,Noord-Holland,156002.0,790.0,818.0
GM1655,79.1,14.4,9.7,0.9,43.6,55.6,45.6,53.6,14.3,5.5,1.1,3.9,1.0,7.4,3.5,9.8,0.7,12.0,0.8,18.0,0.9,17.1,1.2,3.4,9.5,Halderberge,PV30,Noord-Brabant,30284.0,407.0,553.0
GM0160,83.5,14.7,7.3,1.5,43.7,54.8,48.9,44.6,16.9,8.0,1.5,2.6,1.4,4.0,4.1,6.6,1.8,3.3,1.1,9.3,1.3,11.7,1.5,6.5,29.2,Hardenberg,PV23,Overijssel,60948.0,195.0,531.0
GM0243,77.9,13.5,8.4,0.8,45.2,54.0,50.9,49.1,14.9,4.1,0.9,10.7,0.8,15.3,1.9,8.7,1.5,17.5,0.7,38.6,0.9,46.6,1.7,2.6,30.9,Harderwijk,PV25,Gelderland,48414.0,1245.0,460.0
GM0523,82.3,14.0,9.7,1.2,46.1,52.8,43.6,41.8,15.2,4.5,1.8,5.1,0.8,6.1,1.9,12.4,0.9,6.2,0.6,13.4,1.5,11.2,1.7,1.1,16.0,Hardinxveld-Giessendam,PV28,Zuid-Holland,18295.0,1082.0,468.0
GM0072,78.0,15.1,10.0,1.5,43.8,54.7,56.2,44.8,20.8,7.6,1.2,3.9,1.1,5.9,1.8,3.0,1.5,10.8,0.8,18.5,1.6,26.2,1.3,1.4,27.4,Harlingen,PV21,Friesland,15722.0,630.0,461.0
GM0244,82.2,11.2,8.0,1.5,51.0,47.5,55.8,53.1,14.3,4.5,1.1,3.3,0.9,4.2,1.3,15.1,0.9,4.9,0.7,16.1,1.0,17.2,2.5,5.6,6.4,Hattem,PV25,Gelderland,12209.0,529.0,503.0
GM0396,79.7,15.3,9.1,1.7,44.9,53.3,56.4,57.0,12.6,6.0,0.7,18.8,0.8,22.5,1.5,22.5,0.9,34.5,0.7,57.3,0.6,64.8,2.0,2.4,15.3,Heemskerk,PV27,Noord-Holland,39182.0,1433.0,479.0
GM0397,82.8,10.9,7.6,0.8,57.4,41.8,62.3,65.2,11.5,8.0,0.8,28.6,0.5,34.0,1.4,24.6,0.9,71.5,0.5,127.8,0.6,192.9,1.4,2.2,5.0,Heemstede,PV27,Noord-Holland,27234.0,2968.0,486.0
GM0246,82.1,13.0,8.3,1.1,47.5,51.4,53.1,48.7,12.9,7.7,1.3,1.5,1.2,3.9,2.6,14.7,1.3,2.8,1.1,5.8,1.0,11.1,3.6,7.8,15.2,Heerde,PV25,Gelderland,18589.0,236.0,540.0
GM0074,82.2,12.5,8.1,1.9,48.1,50.0,54.6,48.6,16.4,5.1,1.6,3.4,1.6,5.5,3.7,4.9,2.1,15.9,1.3,18.0,1.8,23.4,1.4,4.3,31.0,Heerenveen,PV21,Friesland,50493.0,266.0,516.0
GM0398,77.7,12.9,7.1,1.5,46.0,52.5,55.1,53.0,13.9,5.2,1.0,11.8,0.8,17.4,2.5,13.2,1.8,10.3,0.8,36.4,1.3,35.0,1.9,2.7,8.6,Heerhugowaard,PV27,Noord-Holland,57587.0,1507.0,479.0
GM0917,69.3,24.2,16.2,2.0,41.7,56.3,40.0,38.6,22.3,5.5,0.8,17.6,0.7,24.7,2.0,15.0,0.5,67.6,0.4,106.1,0.7,79.9,1.6,2.3,3.6,Heerlen,PV31,Limburg,87086.0,1938.0,509.0
GM1658,81.2,12.0,7.1,2.0,49.6,48.4,53.2,58.0,9.1,7.3,1.6,3.2,0.9,4.8,2.5,22.7,0.7,8.5,0.7,15.0,0.9,18.1,2.8,2.9,12.8,Heeze-Leende,PV30,Noord-Brabant,16152.0,155.0,566.0
GM0399,83.8,9.6,5.9,2.3,58.7,39.0,58.4,60.1,12.2,7.1,1.0,14.7,0.7,14.9,1.6,16.4,1.0,21.2,0.7,40.7,0.8,54.0,3.0,1.4,5.6,Heiloo,PV27,Noord-Holland,23968.0,1282.0,485.0
GM0400,76.9,17.3,10.7,0.7,40.0,59.4,48.4,42.8,18.6,6.1,1.0,7.7,0.9,11.8,2.0,4.0,1.0,22.9,0.6,30.8,0.8,24.9,1.8,2.8,37.7,Den Helder,PV27,Noord-Holland,56296.0,1244.0,451.0
GM0163,82.0,14.2,9.0,1.8,42.4,55.7,53.3,51.3,13.7,8.9,1.3,3.4,1.0,7.9,2.7,11.9,1.6,9.7,1.1,16.0,0.8,20.8,1.8,2.5,15.3,Hellendoorn,PV23,Overijssel,35916.0,260.0,550.0
GM0530,77.6,19.3,12.6,2.6,41.7,55.8,38.6,39.9,17.4,5.5,1.0,6.9,0.9,8.9,2.2,8.8,1.2,9.6,0.9,22.9,1.0,24.1,1.9,26.8,31.0,Hellevoetsluis,PV28,Zuid-Holland,40142.0,977.0,517.0
GM0794,75.3,18.1,11.8,1.1,44.1,54.8,47.5,47.3,18.4,5.7,0.7,14.7,0.7,20.7,2.5,22.2,1.1,36.7,0.6,65.3,0.7,59.8,2.4,1.8,14.4,Helmond,PV30,Noord-Brabant,92423.0,1738.0,474.0
GM0531,82.4,13.0,7.5,2.9,46.7,50.4,41.9,51.7,12.0,4.4,0.7,13.6,0.7,18.1,1.5,32.3,1.5,9.6,0.7,40.0,0.7,45.6,1.9,3.6,6.9,Hendrik-Ido-Ambacht,PV28,Zuid-Holland,31202.0,2940.0,469.0
GM0164,79.5,13.3,8.2,0.7,48.6,50.8,50.5,50.8,19.8,7.7,0.9,16.4,0.7,21.5,1.8,17.9,1.4,38.8,0.7,57.5,0.7,63.6,2.0,2.0,2.8,Hengelo,PV23,Overijssel,81140.0,1334.0,587.0
GM0796,79.4,13.3,8.0,1.7,50.9,47.5,48.0,56.0,18.4,5.9,0.9,14.4,0.7,22.1,2.7,18.2,1.1,44.6,0.6,92.9,0.7,116.8,2.0,2.7,4.6,'s-Hertogenbosch,PV30,Noord-Brabant,155111.0,1410.0,524.0
GM0252,78.7,10.4,5.2,1.2,55.4,43.4,54.7,63.4,12.4,7.5,1.3,5.4,1.2,7.8,2.1,13.6,1.1,7.7,0.8,17.2,1.2,18.9,0.5,4.1,8.8,Heumen,PV25,Gelderland,16454.0,414.0,522.0
GM0797,78.1,14.4,9.0,2.3,48.0,49.7,44.2,53.5,12.3,4.4,1.1,5.7,1.0,7.6,1.9,18.8,1.3,12.0,0.8,21.5,0.8,20.0,1.5,10.8,10.8,Heusden,PV30,Noord-Brabant,44692.0,567.0,544.0
GM0534,82.0,14.6,7.3,2.2,51.2,46.5,46.5,51.2,12.1,7.2,0.9,13.2,0.9,14.7,1.3,27.8,1.2,10.3,0.8,29.6,0.8,40.5,1.6,2.3,12.3,Hillegom,PV28,Zuid-Holland,22209.0,1725.0,520.0
GM0798,82.4,15.0,8.1,0.9,52.0,47.1,52.5,58.7,10.0,9.3,1.4,2.9,1.3,4.7,2.2,13.9,0.9,11.3,1.0,11.7,1.2,14.4,1.3,11.0,11.2,Hilvarenbeek,PV30,Noord-Brabant,15518.0,164.0,573.0
GM0402,82.1,11.9,7.7,2.4,53.2,44.4,50.1,51.9,18.9,6.0,0.7,20.7,0.6,21.9,1.4,30.2,0.8,48.3,0.5,86.8,0.5,128.7,1.7,1.6,2.2,Hilversum,PV27,Noord-Holland,90831.0,1991.0,440.0
GM1963,81.7,10.7,7.3,1.3,47.8,50.9,46.0,47.1,13.6,4.5,1.0,2.6,0.9,3.9,4.2,13.1,1.3,4.3,0.9,9.8,1.4,12.2,1.7,14.7,19.5,Hoeksche Waard,PV28,Zuid-Holland,87401.0,325.0,534.0
GM1735,82.7,14.3,9.5,1.4,44.3,54.3,53.1,50.9,15.8,10.1,1.7,2.2,1.3,3.7,2.7,14.3,1.5,4.3,1.0,7.3,1.0,9.6,1.1,3.2,14.8,Hof van Twente,PV23,Overijssel,35017.0,165.0,559.0
GM1966,78.1,12.7,9.0,1.1,46.6,52.2,48.7,41.0,17.2,7.1,1.3,2.2,1.4,3.4,7.7,5.5,2.7,2.1,1.9,3.3,1.0,8.0,0.9,3.4,20.9,Het Hogeland,PV20,Groningen,47801.0,99.0,506.0
GM1911,78.6,11.5,8.1,1.3,47.7,50.9,48.5,44.2,17.8,6.2,1.9,1.5,1.5,3.2,5.7,6.0,1.6,2.6,1.5,4.1,1.3,5.8,1.4,10.2,27.0,Hollands Kroon,PV27,Noord-Holland,48432.0,136.0,546.0
GM0118,75.6,17.9,10.8,0.8,46.0,53.2,48.8,44.6,24.5,7.6,1.4,7.5,1.0,13.0,3.5,3.5,2.1,10.1,0.9,27.8,1.1,29.9,1.9,4.2,42.6,Hoogeveen,PV22,Drenthe,55699.0,437.0,499.0
GM0405,77.7,12.6,8.0,2.2,48.1,49.7,50.5,51.5,16.9,5.6,0.8,14.0,0.7,16.5,3.0,8.9,1.1,24.5,0.8,45.2,0.9,71.5,1.8,1.9,3.1,Hoorn,PV27,Noord-Holland,73261.0,3595.0,451.0
GM1507,78.8,13.3,7.3,1.4,44.8,53.8,55.7,55.7,14.3,6.8,1.5,2.6,1.5,5.5,4.6,7.6,0.8,11.1,0.8,15.0,1.2,12.1,1.5,5.1,14.2,Horst aan de Maas,PV31,Limburg,42429.0,225.0,577.0
GM0321,79.7,10.5,5.9,1.5,54.0,44.5,,,10.4,3.7,1.5,5.2,1.5,8.8,2.8,24.7,2.0,3.0,1.5,16.2,1.4,29.7,2.2,2.2,11.1,Houten,PV26,Utrecht,50146.0,913.0,1253.0
GM0406,79.5,12.4,8.0,1.3,48.2,50.4,45.6,48.7,17.1,6.9,0.8,10.0,0.7,13.8,2.0,17.4,1.5,3.1,0.7,31.1,0.7,51.6,2.3,7.5,10.8,Huizen,PV27,Noord-Holland,41273.0,2611.0,531.0
GM0677,77.3,13.4,9.6,2.2,44.6,53.2,50.7,46.3,13.3,5.4,2.6,2.1,2.0,6.5,4.9,1.9,1.0,10.6,1.4,10.1,1.4,18.1,2.0,47.0,92.5,Hulst,PV29,Zeeland,27556.0,137.0,583.0
GM0353,77.6,12.9,8.4,1.5,45.6,52.9,,,15.9,5.6,0.7,9.6,0.7,15.6,1.4,24.7,1.1,6.8,0.7,36.2,0.9,46.7,1.6,11.1,12.5,IJsselstein,PV26,Utrecht,34109.0,1619.0,449.0
GM1884,82.8,11.0,6.6,1.0,47.2,51.9,47.9,52.8,11.8,9.2,1.2,4.8,1.3,3.7,3.4,25.5,1.6,3.7,1.2,5.3,0.6,16.1,1.4,7.8,12.7,Kaag en Braassem,PV28,Zuid-Holland,27297.0,432.0,523.0
GM0166,80.1,15.2,8.1,1.4,49.2,49.4,50.8,44.8,21.1,6.4,1.5,7.3,1.1,11.4,2.4,11.9,1.8,16.2,1.2,29.1,1.4,34.3,1.4,2.1,14.9,Kampen,PV23,Overijssel,54319.0,382.0,429.0
GM0678,78.4,14.6,9.5,1.5,45.7,52.8,53.7,48.6,11.3,3.4,0.9,2.9,0.8,3.9,7.2,1.0,0.8,2.9,0.9,6.2,1.0,4.9,0.9,2.4,46.6,Kapelle,PV29,Zeeland,12695.0,342.0,535.0
GM0537,81.7,13.0,7.9,0.8,46.6,52.6,52.8,44.2,17.0,8.5,0.7,19.7,0.6,16.5,1.6,29.3,0.9,14.1,0.5,46.2,0.5,61.7,1.3,6.6,7.0,Katwijk,PV28,Zuid-Holland,65753.0,2657.0,413.0
GM0928,69.1,24.9,17.4,2.1,36.6,61.3,36.2,35.6,24.0,4.8,0.8,11.1,0.8,14.8,2.3,10.0,0.4,54.5,0.4,60.9,0.6,41.4,1.2,1.8,7.7,Kerkrade,PV31,Limburg,45749.0,2088.0,520.0
GM1598,85.9,9.7,6.0,1.9,52.5,45.7,55.9,58.8,16.8,8.5,1.2,3.8,1.7,4.4,3.7,11.7,1.4,5.5,1.6,7.1,1.5,11.3,1.4,5.2,10.0,Koggenland,PV27,Noord-Holland,22749.0,283.0,532.0
GM0542,77.9,14.9,9.9,1.7,45.1,53.2,38.5,42.0,12.3,4.9,1.4,7.6,0.7,14.1,1.9,37.6,2.1,6.7,0.7,25.4,0.6,34.4,1.0,7.3,11.4,Krimpen aan den IJssel,PV28,Zuid-Holland,29526.0,3841.0,456.0
GM1931,83.3,11.1,7.2,2.4,47.0,50.6,47.4,48.2,12.7,5.6,1.3,2.7,1.0,5.3,5.2,19.3,1.2,6.0,1.0,9.2,1.1,12.3,1.0,10.8,12.6,Krimpenerwaard,PV28,Zuid-Holland,56319.0,380.0,489.0
GM1659,83.2,12.3,7.1,1.2,46.8,52.0,49.9,53.2,15.7,8.3,1.1,5.7,0.8,8.5,2.8,25.0,0.7,19.4,0.7,27.3,1.0,27.2,1.7,7.9,15.5,Laarbeek,PV30,Noord-Brabant,22523.0,407.0,547.0
GM1685,80.7,16.9,8.8,1.0,50.0,49.0,55.9,59.2,10.4,7.2,1.1,2.1,1.3,3.3,7.2,13.0,1.2,4.3,0.9,7.2,0.8,11.9,1.3,9.9,23.3,Landerd,PV30,Noord-Brabant,15730.0,224.0,572.0
GM0882,68.5,22.0,14.5,1.2,39.3,59.6,39.3,39.8,20.4,4.5,0.7,15.7,0.9,16.1,2.0,12.0,0.5,59.6,0.5,79.1,0.6,59.0,1.8,2.0,5.0,Landgraaf,PV31,Limburg,37445.0,1523.0,561.0
GM0415,80.1,12.2,7.0,1.4,50.9,47.6,48.5,51.1,15.3,7.8,0.8,13.8,1.0,10.4,1.1,34.6,0.8,10.8,0.8,26.6,0.8,31.5,1.8,7.9,9.0,Landsmeer,PV27,Noord-Holland,11491.0,510.0,486.0
GM0416,82.1,10.9,7.2,1.7,50.3,48.0,52.8,58.6,13.1,6.1,1.0,10.4,0.8,14.4,2.5,11.7,0.8,15.2,0.9,32.7,0.8,33.7,1.4,4.0,9.0,Langedijk,PV27,Noord-Holland,28163.0,1179.0,520.0
GM1621,85.3,8.2,5.4,0.7,55.4,43.9,51.2,56.9,11.8,6.8,0.9,13.3,1.0,11.2,2.9,51.4,2.6,3.6,0.9,23.3,1.0,33.5,1.2,6.4,10.1,Lansingerland,PV28,Zuid-Holland,62384.0,1168.0,494.0
GM0417,85.9,9.4,5.7,2.8,54.1,43.1,46.3,56.4,11.7,10.9,1.0,15.2,0.9,15.5,1.1,21.3,0.9,15.6,0.7,35.0,0.5,61.6,1.1,5.1,5.5,Laren,PV27,Noord-Holland,11280.0,909.0,588.0
GM0080,80.4,10.9,6.9,2.1,48.7,49.2,57.8,49.5,19.1,8.4,1.4,17.5,0.9,22.9,2.3,7.3,2.0,47.4,1.3,57.3,1.0,99.8,2.2,3.2,4.4,Leeuwarden,PV21,Friesland,124084.0,521.0,438.0
GM0546,82.1,10.6,6.6,3.1,57.0,39.9,56.2,58.1,17.6,7.1,0.6,40.2,0.6,35.0,1.4,38.8,0.8,87.7,0.5,137.4,0.5,232.0,2.1,1.6,2.3,Leiden,PV28,Zuid-Holland,125099.0,5710.0,314.0
GM0547,81.7,13.8,9.1,1.8,52.3,45.9,49.8,51.6,13.8,6.7,1.0,26.3,0.9,26.3,1.3,31.2,1.6,82.1,0.7,115.8,0.6,205.0,2.0,4.0,4.3,Leiderdorp,PV28,Zuid-Holland,27056.0,2337.0,476.0
GM1916,79.1,15.0,9.6,1.9,50.6,47.6,48.2,54.0,13.9,5.5,0.7,36.1,0.8,45.4,2.2,45.3,1.0,100.1,0.6,208.4,0.5,297.7,1.2,2.1,4.9,Leidschendam-Voorburg,PV28,Zuid-Holland,76534.0,2351.0,460.0
GM0995,74.6,17.4,11.5,1.2,44.2,54.6,50.7,45.0,17.0,3.5,1.2,12.4,1.1,17.0,2.7,1.8,1.9,8.0,1.1,41.3,1.1,49.3,2.7,2.7,27.8,Lelystad,PV24,Flevoland,78598.0,341.0,458.0
GM1640,78.6,14.4,7.3,1.4,47.2,51.4,50.3,47.0,16.3,6.2,1.4,4.5,1.1,5.3,5.0,7.7,0.9,12.0,0.9,15.0,0.8,16.6,1.0,10.2,11.4,Leudal,PV31,Limburg,35879.0,220.0,587.0
GM0327,82.4,10.7,6.8,1.6,53.6,44.8,,,12.0,5.6,0.8,9.8,1.0,14.3,2.1,23.1,2.0,14.2,0.8,38.4,0.8,54.3,2.2,6.1,6.5,Leusden,PV26,Utrecht,30401.0,519.0,510.0
