Code,ExperiencedHealthGoodVeryGood,OneOrMorePhysicalLimitations,LimitationInMovement,Underweight,NormalWeight,Overweight,SatisfiesPhysicalActivityGuidelines,WeeklySportsParticipant,Smokers,ExcessiveDrinker,DistanceToGP,GPWithin5Km,DistanceToLargeSupermarket,SMWithin5Km,DistanceToDepartmentStore,DSWithin20Km,DistanceToCafe,CafeWithin5Km_35,DistanceToSnackBar,SBWithin5Km,DistanceToRestaurant,RestWithin5Km,DistanceToAccessMainRoad,DistanceToTrainStationsTotal,DistanceToImportantTransferStation,Gemeentenaam,ProvinciecodePV,Provincienaam,Population,DensityPerKM,CarsPer1000
GM1705,80.9,14.7,8.9,1.7,45.5,52.7,52.6,54.8,14.7,5.8,0.9,6.0,0.8,9.3,2.7,17.5,0.9,10.2,0.7,15.7,1.0,14.5,1.4,7.0,9.6,Lingewaard,PV25,Gelderland,46601.0,752.0,513.0
GM0553,80.6,12.3,7.7,2.2,50.2,47.6,46.6,51.2,15.5,8.5,0.8,9.2,0.8,12.5,1.3,30.3,1.1,10.4,0.8,28.1,0.7,45.2,1.0,6.0,13.7,Lisse,PV28,Zuid-Holland,22955.0,1463.0,511.0
GM0262,80.7,13.8,7.8,1.5,49.3,49.2,52.1,50.5,12.8,6.3,1.6,3.5,1.3,4.7,4.2,12.5,3.7,4.5,1.5,12.5,1.3,20.5,1.1,4.7,12.2,Lochem,PV25,Gelderland,33729.0,158.0,567.0
GM0809,76.7,17.8,11.7,1.6,46.7,51.7,46.5,49.9,14.7,8.3,0.8,6.8,1.0,8.3,2.5,18.4,1.1,10.5,0.6,22.2,0.7,26.9,1.9,11.6,12.1,Loon op Zand,PV30,Noord-Brabant,23408.0,469.0,546.0
GM0331,81.6,12.6,7.6,0.9,52.3,46.7,,,13.3,4.7,1.6,2.1,2.0,2.1,6.6,11.8,1.2,3.1,1.9,7.2,2.2,6.5,1.6,15.1,19.0,Lopik,PV26,Utrecht,14467.0,191.0,522.0
GM0024,74.4,14.7,9.1,1.4,42.8,55.8,43.9,43.1,17.3,8.4,2.4,1.5,2.5,0.9,8.2,6.6,2.7,1.5,3.9,1.3,1.7,4.6,1.3,3.3,21.3,Loppersum,PV20,Groningen,9537.0,86.0,541.0
GM0168,79.8,17.7,10.1,0.7,40.9,58.5,52.3,48.9,14.3,9.3,1.2,3.7,1.1,5.0,2.5,10.2,1.7,7.2,0.9,9.6,0.8,13.2,1.1,6.2,11.4,Losser,PV23,Overijssel,22683.0,230.0,534.0
GM0263,76.8,14.7,8.2,1.3,43.0,55.7,41.1,42.9,20.5,4.5,1.2,3.7,1.4,4.0,5.0,13.8,1.3,5.9,0.8,8.9,1.1,8.4,1.1,7.7,12.8,Maasdriel,PV25,Gelderland,25030.0,379.0,562.0
GM1641,77.2,16.3,10.8,1.4,45.2,53.4,49.8,43.7,16.5,5.7,1.1,4.4,1.5,4.3,3.9,6.4,0.6,17.2,0.5,17.3,0.7,16.4,1.8,7.8,10.5,Maasgouw,PV31,Limburg,23965.0,524.0,589.0
GM0556,75.8,17.3,10.5,2.2,43.8,54.0,40.4,45.8,16.3,5.7,1.4,5.6,0.7,13.1,1.7,40.9,0.7,17.1,0.7,23.2,0.6,34.5,1.7,12.8,17.2,Maassluis,PV28,Zuid-Holland,33213.0,3918.0,455.0
GM0935,75.6,17.5,11.4,2.5,51.8,45.7,51.1,50.4,20.9,7.6,0.6,20.7,0.6,26.6,1.6,12.3,0.6,100.3,0.5,117.4,0.6,236.1,2.4,2.5,2.9,Maastricht,PV31,Limburg,121575.0,2172.0,373.0
GM0420,81.8,13.3,7.6,1.2,48.0,50.7,53.1,51.3,15.1,9.4,1.3,2.8,1.1,4.5,4.1,8.1,1.9,4.1,1.2,6.5,0.9,13.9,2.4,8.7,13.7,Medemblik,PV27,Noord-Holland,45101.0,371.0,520.0
GM0938,76.2,15.6,9.9,1.7,45.9,52.4,46.0,49.0,15.4,5.1,0.8,7.0,1.0,8.0,2.3,18.5,0.5,24.7,0.5,24.1,0.6,30.2,1.6,1.7,7.8,Meerssen,PV31,Limburg,18828.0,698.0,557.0
GM1948,78.4,15.1,9.5,1.6,46.9,51.5,51.4,56.9,13.9,6.7,1.3,5.0,1.2,7.3,2.2,20.5,0.9,11.0,0.8,21.8,1.0,22.5,1.8,13.6,18.0,Meierijstad,PV30,Noord-Brabant,81194.0,441.0,556.0
GM0119,81.1,14.9,8.3,0.5,48.0,51.4,51.4,46.3,20.8,8.6,1.1,4.4,0.9,7.3,2.5,5.0,2.2,14.1,0.9,16.2,1.6,27.7,1.6,2.9,26.5,Meppel,PV22,Drenthe,33920.0,611.0,490.0
GM0687,78.7,13.3,7.1,1.4,52.6,46.0,52.5,47.2,14.8,5.8,0.9,8.8,0.8,11.8,2.2,2.1,1.3,22.3,0.7,46.3,0.8,44.1,1.2,1.7,71.1,Middelburg,PV29,Zeeland,48822.0,1008.0,466.0
GM1842,85.5,10.1,5.0,1.9,55.5,42.6,54.4,57.2,10.0,6.0,0.8,15.0,0.8,19.8,3.6,51.6,0.7,27.7,0.7,65.4,0.6,92.6,1.0,6.4,12.4,Midden-Delfland,PV28,Zuid-Holland,19341.0,410.0,477.0
GM1731,80.0,13.5,9.3,1.2,47.5,51.3,50.3,49.0,15.0,9.0,2.5,1.8,1.7,2.9,5.6,4.4,3.6,0.7,1.9,3.7,1.3,7.2,1.5,6.6,41.5,Midden-Drenthe,PV22,Drenthe,33185.0,97.0,557.0
GM1952,73.3,16.1,11.7,1.9,37.2,60.9,46.2,40.3,18.4,4.8,1.4,5.6,1.2,7.4,3.5,10.5,1.6,7.9,1.2,13.0,1.1,16.1,1.7,3.4,17.9,Midden-Groningen,PV20,Groningen,60797.0,217.0,527.0
GM0815,79.4,15.2,7.7,1.9,46.5,51.7,53.0,52.3,10.2,5.6,2.0,3.5,2.2,3.3,2.4,13.7,0.7,8.4,1.6,5.3,1.4,7.8,2.1,10.8,23.2,Mill en Sint Hubert,PV30,Noord-Brabant,10939.0,209.0,603.0
GM1709,78.0,15.7,10.0,2.2,42.0,55.9,43.4,46.0,16.2,7.2,1.2,2.1,1.5,2.2,5.3,9.0,1.6,5.4,1.0,5.5,1.0,9.6,1.7,5.7,16.2,Moerdijk,PV30,Noord-Brabant,37129.0,233.0,575.0
GM1978,83.7,11.3,7.1,1.5,48.5,50.0,47.7,44.8,13.9,7.3,1.2,3.2,1.4,4.0,6.5,15.0,2.1,4.6,1.1,9.8,1.1,9.3,2.1,8.6,18.9,Molenlanden,PV28,Zuid-Holland,43909.0,242.0,520.0
GM1955,76.2,16.9,11.5,0.7,42.2,57.1,49.1,49.5,14.4,5.0,1.1,3.2,1.0,5.2,2.1,13.2,0.9,8.7,0.9,9.6,0.9,16.2,1.1,5.0,24.5,Montferland,PV25,Gelderland,36011.0,341.0,551.0
GM0335,83.9,9.6,5.1,1.7,50.3,48.0,,,12.7,6.8,1.0,4.6,0.8,4.2,2.0,22.7,1.8,5.3,0.9,12.9,0.8,20.3,0.6,7.2,15.8,Montfoort,PV26,Utrecht,13917.0,370.0,497.0
GM0944,82.7,14.0,7.2,1.6,55.1,43.3,56.4,55.0,11.4,6.8,1.0,5.3,1.0,10.6,3.2,13.3,1.1,11.4,0.7,22.5,0.6,34.4,0.7,1.8,11.1,Mook en Middelaar,PV31,Limburg,7847.0,451.0,575.0
GM1740,78.3,15.1,8.8,1.1,40.8,58.0,40.5,37.2,16.6,3.8,1.1,3.3,1.1,4.8,5.8,14.7,2.6,2.3,0.9,9.1,1.3,10.8,1.7,2.5,24.9,Neder-Betuwe,PV25,Gelderland,24339.0,406.0,495.0
GM0946,79.8,14.5,8.3,2.0,48.5,49.4,50.0,48.2,11.9,4.9,2.1,4.0,1.4,5.4,2.3,7.6,0.8,12.0,1.0,14.3,1.3,10.9,1.3,7.7,22.1,Nederweert,PV31,Limburg,17019.0,170.0,593.0
GM0356,75.9,14.7,8.7,1.4,45.2,53.3,,,14.2,4.9,0.8,12.5,0.7,20.8,2.3,26.4,1.7,9.0,0.6,49.4,0.7,64.6,1.7,7.3,8.8,Nieuwegein,PV26,Utrecht,63462.0,2700.0,499.0
GM0569,83.4,10.9,6.0,1.7,50.9,47.4,44.6,53.9,12.7,6.6,1.1,4.5,0.9,3.6,2.9,17.1,0.9,6.0,1.1,4.9,1.2,9.3,1.0,11.0,18.5,Nieuwkoop,PV28,Zuid-Holland,28811.0,369.0,534.0
GM0267,81.4,12.8,5.8,1.3,50.0,48.8,54.1,53.9,15.7,7.9,1.1,5.5,0.9,8.8,1.7,20.2,1.7,4.4,0.9,17.1,1.1,25.6,1.3,2.0,11.5,Nijkerk,PV25,Gelderland,43171.0,623.0,504.0
GM0268,76.0,11.3,7.1,2.5,56.0,41.5,54.9,58.8,19.3,7.7,0.8,18.6,0.7,28.2,2.7,17.0,0.9,86.7,0.5,117.3,0.6,138.4,2.0,1.7,3.5,Nijmegen,PV25,Gelderland,177659.0,3346.0,382.0
GM1930,74.4,17.8,12.3,1.7,37.7,60.6,41.1,42.0,17.5,5.3,0.8,14.3,0.8,15.0,3.0,20.9,1.2,20.9,0.7,41.5,0.7,39.8,2.9,15.7,19.9,Nissewaard,PV28,Zuid-Holland,85219.0,1158.0,479.0
GM1970,80.5,11.8,7.9,0.9,46.0,53.1,47.7,39.1,18.6,6.4,1.9,2.1,1.5,4.2,5.2,3.6,1.8,3.3,2.3,6.0,1.5,7.3,1.5,11.5,25.5,Noardeast-Fryslân,PV21,Friesland,45228.0,120.0,518.0
GM1695,74.6,13.5,9.4,2.2,41.3,56.5,44.6,38.1,14.8,6.2,1.9,1.0,1.1,2.8,14.6,1.7,4.3,0.7,0.9,3.2,1.3,9.2,2.4,14.9,65.9,Noord-Beveland,PV29,Zeeland,7392.0,86.0,594.0
GM1699,81.8,15.0,8.9,0.9,47.6,51.5,53.3,50.1,12.1,7.6,1.6,5.2,1.5,6.0,4.0,11.4,1.6,6.5,1.4,10.1,1.1,20.1,1.3,14.5,16.4,Noordenveld,PV22,Drenthe,31253.0,157.0,555.0
GM0171,82.9,13.9,7.4,1.5,49.6,48.9,48.4,49.0,18.9,3.6,2.2,4.7,1.4,6.1,5.1,3.0,3.0,0.9,2.1,8.2,1.5,9.3,1.0,22.8,37.2,Noordoostpolder,PV24,Flevoland,47291.0,103.0,512.0
GM0575,85.8,11.9,8.1,1.4,47.8,50.9,52.7,56.4,15.3,8.6,0.8,7.8,0.7,10.4,1.5,22.4,0.9,8.0,0.6,33.5,0.5,51.8,1.5,5.3,11.6,Noordwijk,PV28,Zuid-Holland,43508.0,745.0,499.0
GM0820,81.7,9.4,6.4,2.0,50.4,47.6,51.4,61.3,10.6,5.9,1.0,8.3,1.2,10.8,1.7,25.7,1.1,8.7,0.8,20.6,0.9,34.4,1.9,5.7,6.9,"Nuenen, Gerwen en Nederwetten",PV30,Noord-Brabant,23383.0,694.0,556.0
GM0302,81.4,13.9,7.8,1.6,45.3,53.1,48.5,41.8,17.6,6.1,1.3,3.9,1.1,6.2,3.3,8.8,1.5,3.1,1.1,12.1,1.0,21.6,2.0,3.4,25.8,Nunspeet,PV25,Gelderland,27851.0,216.0,498.0
GM0579,83.3,8.6,6.2,2.1,58.7,39.2,54.2,59.0,10.7,6.1,0.8,27.1,0.6,24.8,1.3,32.7,1.6,66.7,0.7,104.6,1.0,180.5,1.4,3.5,3.5,Oegstgeest,PV28,Zuid-Holland,24840.0,3399.0,428.0
GM0823,79.8,12.2,6.2,2.5,46.2,51.2,50.0,59.3,11.9,9.7,1.4,3.0,1.6,2.7,3.2,22.9,0.9,10.8,1.0,6.8,1.0,15.1,2.0,8.1,16.5,Oirschot,PV30,Noord-Brabant,18714.0,184.0,573.0
GM0824,79.6,11.0,6.9,1.5,49.6,48.9,51.1,57.2,12.4,7.8,1.4,7.1,0.8,9.1,2.2,21.0,0.8,17.5,0.7,19.5,0.7,42.8,2.3,2.3,8.5,Oisterwijk,PV30,Noord-Brabant,26245.0,411.0,534.0
GM1895,69.5,20.8,13.7,0.9,39.6,59.5,39.5,36.8,17.7,6.3,1.9,3.4,1.2,5.4,4.5,3.9,1.7,12.0,1.0,17.4,1.2,16.0,1.6,3.2,36.2,Oldambt,PV20,Groningen,38209.0,169.0,527.0
GM0269,79.9,15.0,9.1,1.6,44.7,53.6,46.4,41.8,14.6,5.3,1.5,2.8,1.4,5.3,3.0,14.5,1.2,5.0,1.2,9.5,1.5,6.5,1.4,3.6,11.9,Oldebroek,PV25,Gelderland,23646.0,242.0,495.0
GM0173,81.7,15.0,8.8,1.1,45.9,53.0,53.1,52.2,15.0,6.2,0.9,8.2,0.8,9.2,1.7,13.5,1.0,22.0,0.9,23.9,0.8,31.2,0.9,2.2,11.4,Oldenzaal,PV23,Overijssel,31836.0,1477.0,506.0
GM1773,80.8,14.8,8.5,2.6,44.4,53.0,51.2,44.4,17.2,7.7,1.7,1.5,1.9,1.9,4.8,13.3,2.2,1.0,4.1,1.9,1.1,10.0,1.1,2.3,12.9,Olst-Wijhe,PV23,Overijssel,18252.0,160.0,532.0
GM0175,83.7,13.1,6.2,1.0,47.9,51.2,51.8,48.2,14.0,7.2,2.3,2.4,1.7,3.3,2.8,9.8,2.0,2.6,2.0,6.3,1.5,14.1,1.7,3.9,24.5,Ommen,PV23,Overijssel,18009.0,100.0,540.0
GM1586,83.6,15.7,8.7,0.9,45.0,54.1,59.6,57.5,15.0,10.1,1.5,3.1,1.4,4.5,2.1,10.8,1.0,12.1,1.5,6.5,1.1,10.7,1.0,4.6,33.4,Oost Gelre,PV25,Gelderland,29627.0,270.0,540.0
GM0826,79.0,15.0,9.0,2.2,44.3,53.6,47.8,53.1,14.2,5.2,1.0,8.9,0.8,12.3,2.3,17.1,1.2,21.1,0.8,40.6,0.8,47.4,1.9,9.0,9.5,Oosterhout,PV30,Noord-Brabant,55982.0,783.0,547.0
GM0085,80.1,13.7,9.5,1.9,44.0,54.1,51.5,43.2,13.8,6.6,1.4,1.9,1.6,2.2,5.4,3.5,4.1,0.7,1.6,4.9,1.2,7.7,1.5,21.9,36.4,Ooststellingwerf,PV21,Friesland,25469.0,114.0,553.0
GM0431,81.4,13.0,7.4,0.5,45.9,53.5,49.2,54.9,13.1,6.6,1.0,13.2,0.8,17.3,0.9,36.6,0.8,28.9,0.7,50.3,0.7,52.8,1.4,5.8,8.1,Oostzaan,PV27,Noord-Holland,9735.0,845.0,510.0
GM0432,81.4,11.7,6.9,1.8,53.4,44.9,49.5,52.8,15.8,9.9,1.2,3.3,1.1,5.0,1.9,12.2,1.0,5.6,1.9,1.6,0.9,7.3,1.2,5.4,12.9,Opmeer,PV27,Noord-Holland,11836.0,285.0,545.0
GM0086,82.5,11.2,7.0,1.7,46.5,51.8,53.2,46.7,15.4,6.1,1.4,1.8,1.7,2.9,5.7,5.4,1.6,2.9,2.2,3.3,1.6,4.9,1.9,16.7,33.2,Opsterland,PV21,Friesland,29733.0,132.0,548.0
GM0828,77.1,18.0,11.5,1.0,45.3,53.7,45.4,51.7,19.1,6.8,1.2,9.0,1.0,16.3,3.6,13.3,1.1,23.7,0.8,35.9,0.8,51.5,2.1,2.8,20.2,Oss,PV30,Noord-Brabant,91915.0,563.0,518.0
GM1509,80.1,16.7,11.1,0.7,42.1,57.2,48.3,44.7,15.6,6.5,1.3,4.8,1.3,5.7,2.7,10.3,0.9,10.3,1.0,13.8,1.0,10.8,1.2,4.3,34.3,Oude IJsselstreek,PV25,Gelderland,39388.0,289.0,539.0
GM0437,82.9,12.6,8.1,1.4,58.0,40.6,54.5,61.1,13.5,7.1,1.0,23.5,0.7,21.9,4.0,36.5,0.8,22.8,0.6,95.9,0.6,132.7,1.3,3.7,7.5,Ouder-Amstel,PV27,Noord-Holland,14026.0,583.0,496.0
GM0589,80.1,11.5,7.8,0.9,51.6,47.5,,,11.9,6.3,1.2,1.2,1.1,2.1,1.4,13.3,0.9,9.2,1.1,4.2,1.1,6.9,1.3,9.6,13.4,Oudewater,PV26,Utrecht,10230.0,263.0,499.0
GM1734,80.9,13.8,8.2,1.9,47.6,50.5,54.3,52.9,17.4,6.1,1.0,6.0,0.9,5.7,2.7,20.1,1.3,4.8,0.7,11.9,0.9,14.8,1.2,2.8,11.9,Overbetuwe,PV25,Gelderland,47906.0,439.0,553.0
GM0590,80.8,14.2,8.4,1.6,44.8,53.6,43.0,45.6,10.6,4.1,0.9,7.3,0.8,10.3,2.0,22.0,1.7,6.4,0.8,21.2,1.0,27.0,1.6,4.0,6.9,Papendrecht,PV28,Zuid-Holland,32136.0,3414.0,490.0
GM1894,80.1,13.3,7.9,1.9,48.4,49.7,54.9,52.0,15.4,7.5,1.5,2.6,1.2,5.3,4.2,9.2,0.7,10.2,0.8,10.8,0.9,15.3,0.9,9.3,14.7,Peel en Maas,PV31,Limburg,43425.0,272.0,556.0
GM0765,70.3,20.8,16.6,0.9,35.7,63.4,43.0,32.8,20.9,3.6,1.2,3.0,1.2,3.5,2.6,4.6,2.0,5.5,0.9,9.5,1.1,7.8,1.3,6.1,36.3,Pekela,PV20,Groningen,12196.0,249.0,560.0
GM1926,83.2,11.4,7.1,1.7,51.4,46.9,50.4,57.3,12.1,4.5,0.8,14.1,1.0,14.4,1.8,58.2,1.4,15.9,0.9,44.9,0.9,58.5,1.8,4.4,9.9,Pijnacker-Nootdorp,PV28,Zuid-Holland,55308.0,1491.0,446.0
GM0439,78.7,13.2,8.1,1.0,43.9,55.1,41.9,43.4,19.1,4.8,0.8,16.7,0.9,19.0,3.0,23.6,1.3,25.5,0.7,50.9,1.1,58.0,1.7,1.9,17.7,Purmerend,PV27,Noord-Holland,81249.0,3509.0,472.0
GM0273,80.8,13.8,10.0,1.3,42.9,55.7,47.6,48.2,17.6,6.4,1.6,3.1,1.3,9.6,1.7,12.0,1.3,7.3,1.3,13.8,1.0,24.0,0.8,3.0,22.4,Putten,PV25,Gelderland,24112.0,283.0,512.0
GM0177,82.8,11.5,7.3,0.8,47.8,51.4,53.6,53.1,13.2,7.7,1.5,2.2,1.6,3.7,3.9,12.1,2.3,2.0,1.4,6.4,1.0,12.9,1.3,3.2,17.2,Raalte,PV23,Overijssel,37712.0,221.0,538.0
GM0703,77.3,13.9,8.6,0.7,45.9,53.4,49.2,35.7,17.6,5.9,1.2,1.0,0.8,1.7,14.2,1.3,3.4,1.0,0.8,1.9,1.4,6.3,1.1,3.1,37.4,Reimerswaal,PV29,Zeeland,22730.0,223.0,497.0
GM0274,81.1,14.0,8.0,1.6,53.4,44.9,56.9,54.1,11.5,5.6,1.0,5.1,1.0,9.2,2.0,19.2,2.4,15.8,0.7,30.5,0.5,46.0,1.2,3.8,8.2,Renkum,PV25,Gelderland,31419.0,684.0,523.0
GM0339,84.3,11.6,6.0,1.9,51.5,46.6,,,16.7,6.1,1.1,4.2,1.1,3.7,4.2,19.7,1.0,4.6,1.0,11.2,1.0,10.6,0.7,4.6,18.0,Renswoude,PV26,Utrecht,5444.0,296.0,534.0
GM1667,83.0,12.2,5.8,0.4,44.1,55.5,49.2,60.2,11.7,6.8,1.4,4.9,2.1,3.8,2.3,5.6,0.8,12.6,0.7,15.3,0.8,14.9,1.2,23.4,23.4,Reusel-De Mierden,PV30,Noord-Brabant,13112.0,168.0,563.0
GM0275,78.3,17.2,10.6,1.2,47.4,51.4,54.0,50.2,18.0,6.0,1.2,5.6,0.8,14.8,1.8,18.5,1.0,24.0,0.6,41.1,0.6,47.8,0.8,1.3,10.0,Rheden,PV25,Gelderland,43761.0,535.0,497.0
GM0340,80.0,13.2,7.9,2.0,49.3,48.7,,,13.4,5.1,1.2,3.0,0.9,4.9,2.5,17.5,1.0,5.7,0.7,14.6,0.9,16.6,0.6,2.7,24.6,Rhenen,PV26,Utrecht,20119.0,478.0,503.0
GM0597,78.4,13.7,8.7,1.0,41.0,58.0,37.8,40.9,13.9,5.9,0.9,15.1,0.7,14.0,2.0,40.8,1.3,6.9,0.6,35.4,0.6,39.8,2.1,5.4,11.5,Ridderkerk,PV28,Zuid-Holland,46189.0,1948.0,497.0
GM1742,84.4,13.5,8.4,1.3,46.6,52.2,48.8,46.4,15.6,9.6,1.3,4.0,0.9,7.5,1.5,10.8,1.0,8.5,1.0,11.3,0.8,23.6,1.2,1.6,14.9,Rijssen-Holten,PV23,Overijssel,38177.0,406.0,512.0
GM0603,76.4,17.1,12.0,2.1,50.4,47.5,44.5,47.2,13.7,4.2,0.7,52.5,0.7,68.9,1.3,50.7,0.9,196.5,0.6,291.9,0.5,352.3,1.6,1.9,4.6,Rijswijk,PV28,Zuid-Holland,54450.0,3901.0,550.0
GM1669,76.3,15.4,10.6,0.8,44.3,54.9,48.9,44.2,16.9,7.2,0.9,3.9,0.8,6.0,7.5,4.7,0.6,16.9,0.6,17.1,1.0,11.8,1.5,7.7,8.1,Roerdalen,PV31,Limburg,20574.0,233.0,587.0
GM0957,73.9,17.0,10.9,1.6,46.0,52.4,50.8,47.1,21.3,6.4,0.9,7.5,0.8,15.3,2.7,6.0,0.6,43.3,0.5,74.2,0.8,64.7,1.7,2.0,2.7,Roermond,PV31,Limburg,58260.0,958.0,498.0
GM0736,85.0,12.8,6.9,1.1,52.3,46.6,,,12.2,7.7,1.1,5.8,1.0,6.6,2.5,26.6,2.2,4.6,0.9,15.0,0.8,23.9,1.5,9.1,17.2,De Ronde Venen,PV26,Utrecht,44456.0,445.0,534.0
GM1674,76.5,17.0,10.4,2.3,41.6,56.1,49.8,46.9,14.8,5.2,0.8,14.2,0.9,13.7,2.8,8.2,1.3,38.0,0.6,59.9,1.0,51.3,1.6,3.1,3.2,Roosendaal,PV30,Noord-Brabant,77251.0,725.0,506.0
GM0599,75.2,18.4,12.2,1.9,48.5,49.6,45.5,49.8,20.7,5.6,0.6,44.9,0.5,65.3,1.5,44.4,0.7,210.6,0.4,335.7,0.4,339.4,2.0,3.3,6.0,Rotterdam,PV28,Zuid-Holland,651157.0,2993.0,358.0
GM0277,85.8,10.9,6.3,0.2,57.5,42.3,52.8,62.7,10.0,10.3,1.2,9.3,1.3,26.2,1.6,18.0,1.2,53.5,1.1,78.3,0.9,88.0,0.4,2.2,6.0,Rozendaal,PV25,Gelderland,1704.0,61.0,580.0
GM0840,72.0,20.1,13.7,0.8,43.7,55.5,41.7,42.2,16.3,6.3,1.3,4.8,0.8,7.9,6.0,10.9,0.6,10.7,0.9,16.7,0.9,18.8,1.9,6.5,9.6,Rucphen,PV30,Noord-Brabant,22878.0,355.0,579.0
GM0441,80.6,12.2,6.9,2.0,49.4,48.6,55.5,55.0,14.4,8.3,1.1,3.9,1.2,4.9,5.0,8.9,1.4,7.3,1.2,11.8,1.1,17.6,1.3,5.6,18.6,Schagen,PV27,Noord-Holland,46483.0,276.0,531.0
GM0279,84.3,12.2,9.1,1.5,45.0,53.6,55.8,45.5,18.0,6.5,0.9,4.2,0.8,4.0,0.9,23.3,0.8,3.6,0.5,10.1,0.6,10.8,0.8,8.3,14.3,Scherpenzeel,PV25,Gelderland,9880.0,717.0,506.0
GM0606,75.9,18.2,11.7,1.1,42.7,56.2,43.2,47.4,21.0,5.4,0.8,27.4,0.5,46.0,2.2,52.9,0.6,115.6,0.4,157.2,0.5,149.0,1.5,2.6,6.8,Schiedam,PV28,Zuid-Holland,78730.0,4417.0,386.0
GM0088,,,,,,,,,,,0.4,1.0,0.5,1.0,33.3,0.0,23.9,0.0,0.3,5.0,0.4,8.0,15.5,39.0,57.0,Schiermonnikoog,PV21,Friesland,947.0,23.0,375.0
GM1676,78.5,15.4,9.9,1.2,46.7,52.1,50.9,44.6,16.5,6.4,1.6,1.3,1.3,3.3,7.8,1.2,1.6,3.4,1.3,7.5,1.0,17.1,1.1,27.3,52.0,Schouwen-Duiveland,PV29,Zeeland,33839.0,147.0,559.0
GM0965,74.7,18.3,12.9,0.9,44.9,54.2,39.9,43.8,17.3,3.7,0.9,3.1,0.8,6.9,8.1,10.6,0.6,15.2,0.7,14.6,0.5,23.0,1.5,8.0,9.5,Simpelveld,PV31,Limburg,10555.0,658.0,575.0
GM1702,81.6,13.2,7.2,2.0,49.5,48.5,53.4,59.4,9.5,6.6,1.6,3.0,1.6,3.4,6.8,10.3,1.2,3.8,1.4,6.9,1.2,6.2,1.7,8.1,29.0,Sint Anthonis,PV30,Noord-Brabant,11664.0,117.0,564.0
GM0845,80.6,13.6,8.0,1.5,51.4,47.1,50.5,56.2,15.0,6.4,1.4,3.8,1.2,5.4,1.9,17.7,0.7,10.3,0.7,13.5,0.9,13.9,1.7,6.1,8.6,Sint-Michielsgestel,PV30,Noord-Brabant,29208.0,500.0,543.0
GM1883,71.1,18.9,12.4,1.9,42.8,55.3,45.9,46.0,18.3,5.3,0.8,13.5,0.8,14.9,1.9,15.4,0.6,41.4,0.5,65.0,0.9,61.4,1.8,2.5,3.8,Sittard-Geleen,PV31,Limburg,92429.0,1170.0,560.0
